tree ID,date ,pd or md,lwc_bulk,lwc_leaf,leaf_number,dry scan area,bulk or individual leaf,notes
2370,4/25/22,md,0.93271296,NA,1,,,
2370,4/25/22,md,0.93271296,NA,2,,,
2370,4/25/22,md,0.93271296,NA,3,,,
2370,4/25/22,md,0.93271296,NA,4,,,
2371,4/25/22,md,0.91752577,NA,1,,,
2371,4/25/22,md,0.91752577,NA,2,,,
2372,4/25/22,md,0.84493227,NA,1,,,
2372,4/25/22,md,0.84493227,NA,2,,,
2376,4/25/22,md,0.62807159,NA,1,,,
2376,4/25/22,md,0.62807159,NA,2,,,
2376,4/25/22,md,0.62807159,NA,3,,,
2376,4/25/22,md,0.62807159,NA,4,,,
2377,4/25/22,md,0.62412993,NA,1,,,
2377,4/25/22,md,0.62412993,NA,2,,,
2377,4/25/22,md,0.62412993,NA,3,,,
2378,4/25/22,md,0.84495599,NA,1,,,
2378,4/25/22,md,0.84495599,NA,2,,,
2378,4/25/22,md,0.84495599,NA,3,,,
2378,4/25/22,md,0.84495599,NA,4,,,
2378,4/25/22,md,0.84495599,NA,5,,,
2379,4/25/22,md,0.85153141,NA,1,,,
2379,4/25/22,md,0.85153141,NA,2,,,
2379,4/25/22,md,0.85153141,NA,3,,,
2379,4/25/22,md,0.85153141,NA,4,,,
2380,4/25/22,md,0.5823153,NA,1,,,
2380,4/25/22,md,0.5823153,NA,2,,,
2380,4/25/22,md,0.5823153,NA,3,,,
2380,4/25/22,md,0.5823153,NA,4,,,
2380,4/25/22,md,0.5823153,NA,5,,,
2380,4/25/22,md,0.5823153,NA,6,,,
2381,4/25/22,md,0.83066362,NA,1,,,
2381,4/25/22,md,0.83066362,NA,2,,,
2381,4/25/22,md,0.83066362,NA,3,,,
2382,4/25/22,md,0.7633096,NA,1,,,
2382,4/25/22,md,0.7633096,NA,2,,,
2382,4/25/22,md,0.7633096,NA,3,,,
2382,4/25/22,md,0.7633096,NA,4,,,
2384,4/25/22,md,0.78665265,NA,1,,,
2384,4/25/22,md,0.78665265,NA,2,,,
2384,4/25/22,md,0.78665265,NA,3,,,
11,4/25/22,pd,1.21156009,NA,1,,,
11,4/25/22,pd,1.21156009,NA,2,,,
11,4/25/22,pd,1.21156009,NA,3,,,
11,4/25/22,pd,1.21156009,NA,4,,,
11,4/25/22,pd,1.21156009,NA,5,,,
11,4/25/22,pd,1.21156009,NA,6,,,
2009,4/25/22,pd,0.88562323,NA,1,,,
2009,4/25/22,pd,0.88562323,NA,2,,,
2009,4/25/22,pd,0.88562323,NA,3,,,
2010,4/25/22,pd,0.88591385,NA,1,,,
2010,4/25/22,pd,0.88591385,NA,2,,,
2010,4/25/22,pd,0.88591385,NA,3,,,
2011,4/25/22,pd,0.84392101,NA,1,,,
2011,4/25/22,pd,0.84392101,NA,2,,,
21,4/25/22,pd,1.25818592,NA,1,,,
21,4/25/22,pd,1.25818592,NA,2,,,
21,4/25/22,pd,1.25818592,NA,3,,,
21,4/25/22,pd,1.25818592,NA,4,,,
21,4/25/22,pd,1.25818592,NA,5,,,
21,4/25/22,pd,1.25818592,NA,6,,,
2327,4/25/22,pd,0.94414988,NA,1,,,
2327,4/25/22,pd,0.94414988,NA,2,,,
2343,4/25/22,pd,0.9391635,NA,1,,,
2343,4/25/22,pd,0.9391635,NA,2,,,
2343,4/25/22,pd,0.9391635,NA,3,,,
2345,4/25/22,pd,0.65562914,NA,1,,,
2345,4/25/22,pd,0.65562914,NA,2,,,
2345,4/25/22,pd,0.65562914,NA,3,,,
2345,4/25/22,pd,0.65562914,NA,4,,,
2346,4/25/22,pd,0.84466019,NA,1,,,
2346,4/25/22,pd,0.84466019,NA,2,,,
2346,4/25/22,pd,0.84466019,NA,3,,,
2347,4/25/22,pd,0.99224495,NA,1,,,
2347,4/25/22,pd,0.99224495,NA,2,,,
2347,4/25/22,pd,0.99224495,NA,3,,,
2352,4/25/22,pd,0.56322551,NA,1,,,
2352,4/25/22,pd,0.56322551,NA,2,,,
2352,4/25/22,pd,0.56322551,NA,3,,,
2352,4/25/22,pd,0.56322551,NA,4,,,
2354,4/25/22,pd,0.65039929,NA,1,,,
2354,4/25/22,pd,0.65039929,NA,2,,,
2354,4/25/22,pd,0.65039929,NA,3,,,
2354,4/25/22,pd,0.65039929,NA,4,,,
2354,4/25/22,pd,0.65039929,NA,5,,,
2360,4/25/22,pd,0.86371022,NA,1,,,
2360,4/25/22,pd,0.86371022,NA,2,,,
2360,4/25/22,pd,0.86371022,NA,3,,,
2360,4/25/22,pd,0.86371022,NA,4,,,
2365,4/25/22,pd,0.95255474,NA,1,,,
2365,4/25/22,pd,0.95255474,NA,2,,,
2365,4/25/22,pd,0.95255474,NA,3,,,
2367,4/25/22,pd,0.96454241,NA,1,,,
2367,4/25/22,pd,0.96454241,NA,2,,,
2369,4/25/22,pd,0.87660321,NA,1,,,
2369,4/25/22,pd,0.87660321,NA,2,,,
2369,4/25/22,pd,0.87660321,NA,3,,,
2370,4/25/22,pd,0.94393728,NA,1,39.471,bulk,
2370,4/25/22,pd,0.94393728,NA,2,39.471,bulk,
2371,4/25/22,pd,1.05661467,NA,1,,,
2371,4/25/22,pd,1.05661467,NA,2,,,
2371,4/25/22,pd,1.05661467,NA,3,,,
2372,4/25/22,pd,0.91885162,NA,1,,,
2372,4/25/22,pd,0.91885162,NA,2,,,
2372,4/25/22,pd,0.91885162,NA,3,,,
2375,4/25/22,pd,0.95943623,NA,1,,,
2375,4/25/22,pd,0.95943623,NA,2,,,
2376,4/25/22,pd,0.66149021,NA,1,,,
2376,4/25/22,pd,0.66149021,NA,2,,,
2376,4/25/22,pd,0.66149021,NA,3,,,
2377,4/25/22,pd,0.63923547,NA,1,,,
2377,4/25/22,pd,0.63923547,NA,2,,,
2377,4/25/22,pd,0.63923547,NA,3,,,
2378,4/25/22,pd,0.91008619,NA,1,,,
2378,4/25/22,pd,0.91008619,NA,2,,,
2379,4/25/22,pd,0.84938354,NA,1,,,
2379,4/25/22,pd,0.84938354,NA,2,,,
2380,4/25/22,pd,0.5877683,NA,1,,,
2380,4/25/22,pd,0.5877683,NA,2,,,
2380,4/25/22,pd,0.5877683,NA,3,,,
2380,4/25/22,pd,0.5877683,NA,4,,,
2380,4/25/22,pd,0.5877683,NA,5,,,
2381,4/25/22,pd,0.89144737,NA,1,,,
2381,4/25/22,pd,0.89144737,NA,2,,,
2381,4/25/22,pd,0.89144737,NA,3,,,
2382,4/25/22,pd,0.73817078,NA,1,,,
2382,4/25/22,pd,0.73817078,NA,2,,,
2382,4/25/22,pd,0.73817078,NA,3,,,
2383,4/25/22,pd,0.77626267,NA,1,,,
2383,4/25/22,pd,0.77626267,NA,2,,,
2384,4/25/22,pd,0.85435435,NA,1,,,
2384,4/25/22,pd,0.85435435,NA,2,,,
1478,4/27/22,md,1.01979045,NA,1,60.343,bulk,
1478,4/27/22,md,1.01979045,NA,2,60.343,bulk,
1478,4/27/22,md,1.01979045,NA,3,60.343,bulk,
2004,4/27/22,md,0.88967972,NA,1,36.066,bulk,
2004,4/27/22,md,0.88967972,NA,2,36.066,bulk,
2004,4/27/22,md,0.88967972,NA,3,36.066,bulk,
2005,4/27/22,md,0.91565041,NA,1,62.015,bulk,
2005,4/27/22,md,0.91565041,NA,2,62.015,bulk,
2005,4/27/22,md,0.91565041,NA,3,62.015,bulk,
2007,4/27/22,md,0.859447,NA,1,56.296,bulk,
2007,4/27/22,md,0.859447,NA,2,56.296,bulk,
2007,4/27/22,md,0.859447,NA,3,56.296,bulk,
2012,4/27/22,md,0.97106691,NA,1,39.206,bulk,
2012,4/27/22,md,0.97106691,NA,2,39.206,bulk,
2012,4/27/22,md,0.97106691,NA,3,39.206,bulk,
2013,4/27/22,md,1.06927374,NA,1,59.514,bulk,
2013,4/27/22,md,1.06927374,NA,2,59.514,bulk,
2013,4/27/22,md,1.06927374,NA,3,59.514,bulk,
2015,4/27/22,md,0.98368679,NA,1,38.648,bulk,
2015,4/27/22,md,0.98368679,NA,2,38.648,bulk,
2015,4/27/22,md,0.98368679,NA,3,38.648,bulk,
2020,4/27/22,md,0.918429,NA,1,41.95,bulk,
2020,4/27/22,md,0.918429,NA,2,41.95,bulk,
2020,4/27/22,md,0.918429,NA,3,41.95,bulk,
2021,4/27/22,md,0.92307692,NA,1,35.205,bulk,
2021,4/27/22,md,0.92307692,NA,2,35.205,bulk,
2021,4/27/22,md,0.92307692,NA,3,35.205,bulk,
2023,4/27/22,md,0.90724269,NA,1,50.038,bulk,y0
2023,4/27/22,md,0.90724269,NA,2,50.038,bulk,y0
2023,4/27/22,md,0.90724269,NA,3,50.038,bulk,y0
2024,4/27/22,md,0.93354102,NA,1,63.4,bulk,
2024,4/27/22,md,0.93354102,NA,2,63.4,bulk,
2024,4/27/22,md,0.93354102,NA,3,63.4,bulk,
2025,4/27/22,md,0.9292804,NA,1,53.957,bulk,
2025,4/27/22,md,0.9292804,NA,2,53.957,bulk,
2025,4/27/22,md,0.9292804,NA,3,53.957,bulk,
2026,4/27/22,md,0.85638298,NA,1,63.757,bulk,
2026,4/27/22,md,0.85638298,NA,2,63.757,bulk,
2026,4/27/22,md,0.85638298,NA,3,63.757,bulk,
2027,4/27/22,md,0.87920792,NA,1,42.543,bulk,
2027,4/27/22,md,0.87920792,NA,2,42.543,bulk,
2027,4/27/22,md,0.87920792,NA,3,42.543,bulk,
2028,4/27/22,md,0.83137673,NA,1,64.135,bulk,
2028,4/27/22,md,0.83137673,NA,2,64.135,bulk,
2031,4/27/22,md,0.90826873,NA,1,,,
2031,4/27/22,md,0.90826873,NA,2,,,
2031,4/27/22,md,0.90826873,NA,3,,,
2032,4/27/22,md,0.90826873,NA,1,54.85,bulk,
2032,4/27/22,md,0.90826873,NA,2,54.85,bulk,
2032,4/27/22,md,0.90826873,NA,3,54.85,bulk,
2085,4/27/22,md,1.02814815,NA,1,39.649,bulk,
2085,4/27/22,md,1.02814815,NA,2,39.649,bulk,
2085,4/27/22,md,1.02814815,NA,3,39.649,bulk,
2086,4/27/22,md,1.01717305,NA,1,53.615,bulk,
2086,4/27/22,md,1.01717305,NA,2,53.615,bulk,
2086,4/27/22,md,1.01717305,NA,3,53.615,bulk,
2087,4/27/22,md,1.04289941,NA,1,92.484,bulk,
2087,4/27/22,md,1.04289941,NA,2,92.484,bulk,
2087,4/27/22,md,1.04289941,NA,3,92.484,bulk,
2088,4/27/22,md,1.04200323,NA,1,41.323,bulk,
2088,4/27/22,md,1.04200323,NA,2,41.323,bulk,
2088,4/27/22,md,1.04200323,NA,3,41.323,bulk,
2089,4/27/22,md,1.68929504,NA,1,34.477,bulk,y0
2089,4/27/22,md,1.68929504,NA,2,34.477,bulk,y0
2089,4/27/22,md,1.68929504,NA,3,34.477,bulk,y0
2089,4/27/22,md,1.68929504,NA,4,34.477,bulk,y0
2090,4/27/22,md,1.06818182,NA,1,54.015,bulk,
2090,4/27/22,md,1.06818182,NA,2,54.015,bulk,
2091,4/27/22,md,1.48559671,NA,1,48.104,bulk,y0
2091,4/27/22,md,1.48559671,NA,2,48.104,bulk,y0
2091,4/27/22,md,1.48559671,NA,3,48.104,bulk,y0
2093,4/27/22,md,1.57894737,NA,1,54.511,bulk,y0
2093,4/27/22,md,1.57894737,NA,2,54.511,bulk,y0
2093,4/27/22,md,1.57894737,NA,3,54.511,bulk,y0
2343,4/27/22,md,0.8615041,NA,1,,,
2343,4/27/22,md,0.8615041,NA,2,,,
2343,4/27/22,md,0.8615041,NA,3,,,
2346,4/27/22,md,0.83832194,NA,1,,,
2346,4/27/22,md,0.83832194,NA,2,,,
2346,4/27/22,md,0.83832194,NA,3,,,
2347,4/27/22,md,0.95204427,NA,1,,,
2347,4/27/22,md,0.95204427,NA,2,,,
2347,4/27/22,md,0.95204427,NA,3,,,
2365,4/27/22,md,0.84924623,NA,1,,,
2365,4/27/22,md,0.84924623,NA,2,,,
2365,4/27/22,md,0.84924623,NA,3,,,
2367,4/27/22,md,0.85307276,NA,1,,,
2367,4/27/22,md,0.85307276,NA,2,,,
2367,4/27/22,md,0.85307276,NA,3,,,
2369,4/27/22,md,0.81958962,NA,1,,,
2369,4/27/22,md,0.81958962,NA,2,,,
2369,4/27/22,md,0.81958962,NA,3,,,
1478,4/27/22,pd,1.07674144,NA,1,54.979,bulk,
1478,4/27/22,pd,1.07674144,NA,2,54.979,bulk,
1478,4/27/22,pd,1.07674144,NA,3,54.979,bulk,
2004,4/27/22,pd,0.95777778,NA,1,59.183,bulk,
2004,4/27/22,pd,0.95777778,NA,2,59.183,bulk,
2004,4/27/22,pd,0.95777778,NA,3,59.183,bulk,
2004,4/27/22,pd,0.95777778,NA,4,59.183,bulk,
2005,4/27/22,pd,1.00491884,NA,1,125.453,bulk,
2005,4/27/22,pd,1.00491884,NA,2,125.453,bulk,
2005,4/27/22,pd,1.00491884,NA,3,125.453,bulk,
2006,4/27/22,pd,0.93878955,NA,1,93.983,bulk,
2006,4/27/22,pd,0.93878955,NA,2,93.983,bulk,
2006,4/27/22,pd,0.93878955,NA,3,93.983,bulk,
2007,4/27/22,pd,0.9059754,NA,1,72.861,bulk,
2007,4/27/22,pd,0.9059754,NA,2,72.861,bulk,
2007,4/27/22,pd,0.9059754,NA,3,72.861,bulk,
2007,4/27/22,pd,0.9059754,NA,4,72.861,bulk,
2012,4/27/22,pd,1.04239766,NA,1,49.241,bulk,
2012,4/27/22,pd,1.04239766,NA,2,49.241,bulk,
2013,4/27/22,pd,1.2292769,NA,1,44.974,bulk,
2013,4/27/22,pd,1.2292769,NA,2,44.974,bulk,
2013,4/27/22,pd,1.2292769,NA,3,44.974,bulk,
2013,4/27/22,pd,1.2292769,NA,4,44.974,bulk,
2020,4/27/22,pd,1.01441678,NA,1,50.36,bulk,
2020,4/27/22,pd,1.01441678,NA,2,50.36,bulk,
2020,4/27/22,pd,1.01441678,NA,3,50.36,bulk,
2020,4/27/22,pd,1.01441678,NA,4,50.36,bulk,
2021,4/27/22,pd,0.9992236,NA,1,81.985,bulk,
2021,4/27/22,pd,0.9992236,NA,2,81.985,bulk,
2021,4/27/22,pd,0.9992236,NA,3,81.985,bulk,
2022,4/27/22,pd,0.85193798,NA,1,154.268,bulk,
2022,4/27/22,pd,0.85193798,NA,2,154.268,bulk,
2022,4/27/22,pd,0.85193798,NA,3,154.268,bulk,
2023,4/27/22,pd,0.92231152,NA,1,157.364,bulk,
2023,4/27/22,pd,0.92231152,NA,2,157.364,bulk,
2023,4/27/22,pd,0.92231152,NA,3,157.364,bulk,
2025,4/27/22,pd,1.04216867,NA,1,51.477,bulk,
2025,4/27/22,pd,1.04216867,NA,2,51.477,bulk,
2026,4/27/22,pd,0.94328704,NA,1,66.719,bulk,
2026,4/27/22,pd,0.94328704,NA,2,66.719,bulk,
2027,4/27/22,pd,0.99465812,NA,1,71.094,bulk,
2027,4/27/22,pd,0.99465812,NA,2,71.094,bulk,
2027,4/27/22,pd,0.99465812,NA,3,71.094,bulk,
2028,4/27/22,pd,0.85034803,NA,1,106.971,bulk,
2028,4/27/22,pd,0.85034803,NA,2,106.971,bulk,
2028,4/27/22,pd,0.85034803,NA,3,106.971,bulk,
2028,4/27/22,pd,0.85034803,NA,4,106.971,bulk,
2030,4/27/22,pd,0.81586095,NA,1,108.534,bulk,
2030,4/27/22,pd,0.81586095,NA,2,108.534,bulk,
2031,4/27/22,pd,0.96706313,NA,1,,,
2031,4/27/22,pd,0.96706313,NA,2,,,
2031,4/27/22,pd,0.96706313,NA,3,,,
2032,4/27/22,pd,0.96706313,NA,1,85.221,bulk,
2032,4/27/22,pd,0.96706313,NA,2,85.221,bulk,
2032,4/27/22,pd,0.96706313,NA,3,85.221,bulk,
2085,4/27/22,pd,1.10227273,NA,1,93.799,bulk,
2085,4/27/22,pd,1.10227273,NA,2,93.799,bulk,
2085,4/27/22,pd,1.10227273,NA,3,93.799,bulk,
2085,4/27/22,pd,1.10227273,NA,4,93.799,bulk,
2086,4/27/22,pd,1.16515426,NA,1,41.645,bulk,
2086,4/27/22,pd,1.16515426,NA,2,41.645,bulk,
2086,4/27/22,pd,1.16515426,NA,3,41.645,bulk,
2089,4/27/22,pd,0.90994764,NA,1,114.277,bulk,
2089,4/27/22,pd,0.90994764,NA,2,114.277,bulk,
2089,4/27/22,pd,0.90994764,NA,3,114.277,bulk,
2090,4/27/22,pd,1.13303769,NA,1,104.666,bulk,
2090,4/27/22,pd,1.13303769,NA,2,104.666,bulk,
2090,4/27/22,pd,1.13303769,NA,3,104.666,bulk,
2090,4/27/22,pd,1.13303769,NA,4,104.666,bulk,
2090,4/27/22,pd,1.13303769,NA,5,104.666,bulk,
2091,4/27/22,pd,1.08410549,NA,1,150.355,bulk,
2091,4/27/22,pd,1.08410549,NA,2,150.355,bulk,
2091,4/27/22,pd,1.08410549,NA,3,150.355,bulk,
2091,4/27/22,pd,1.08410549,NA,4,150.355,bulk,
2091,4/27/22,pd,1.08410549,NA,5,150.355,bulk,
2092,4/27/22,pd,0.86829268,NA,1,53.043,bulk,
2092,4/27/22,pd,0.86829268,NA,2,53.043,bulk,
2092,4/27/22,pd,0.86829268,NA,3,53.043,bulk,
2092,4/27/22,pd,0.86829268,NA,4,53.043,bulk,
2092,4/27/22,pd,0.86829268,NA,5,53.043,bulk,
2093,4/27/22,pd,0.9474306,NA,1,88.798,bulk,
2093,4/27/22,pd,0.9474306,NA,2,88.798,bulk,
2343,4/27/22,pd,0.9391635,NA,1,,,
2343,4/27/22,pd,0.9391635,NA,2,,,
2343,4/27/22,pd,0.9391635,NA,3,,,
2346,4/27/22,pd,0.84466019,NA,1,,,
2346,4/27/22,pd,0.84466019,NA,2,,,
2346,4/27/22,pd,0.84466019,NA,3,,,
2347,4/27/22,pd,0.99224495,NA,1,,,
2347,4/27/22,pd,0.99224495,NA,2,,,
2347,4/27/22,pd,0.99224495,NA,3,,,
2365,4/27/22,pd,0.95255474,NA,1,,,
2365,4/27/22,pd,0.95255474,NA,2,,,
2365,4/27/22,pd,0.95255474,NA,3,,,
2367,4/27/22,pd,0.96454241,NA,1,,,
2367,4/27/22,pd,0.96454241,NA,2,,,
2369,4/27/22,pd,0.87660321,NA,1,,,
2369,4/27/22,pd,0.87660321,NA,2,,,
2369,4/27/22,pd,0.87660321,NA,3,,,
2009,5/4/22,md,0.68644343,NA,1,,,
2009,5/4/22,md,0.68644343,NA,2,,,
2009,5/4/22,md,0.68644343,NA,3,,,
2009,5/4/22,md,0.68644343,NA,4,,,
2009,5/4/22,md,0.68644343,NA,5,,,
2010,5/4/22,md,0.76735383,NA,1,,,
2010,5/4/22,md,0.76735383,NA,2,,,
2010,5/4/22,md,0.76735383,NA,3,,,
2010,5/4/22,md,0.76735383,NA,4,,,
2011,5/4/22,md,0.72796731,NA,1,,,
2011,5/4/22,md,0.72796731,NA,2,,,
2011,5/4/22,md,0.72796731,NA,3,,,
2011,5/4/22,md,0.72796731,NA,4,,,
2301,5/4/22,md,0.64756294,NA,1,,,
2301,5/4/22,md,0.64756294,NA,2,,,
2301,5/4/22,md,0.64756294,NA,3,,,
2331,5/4/22,md,0.55544296,NA,1,,,
2331,5/4/22,md,0.55544296,NA,2,,,
2331,5/4/22,md,0.55544296,NA,3,,,
2343,5/4/22,md,0.75044536,NA,1,,,
2343,5/4/22,md,0.75044536,NA,2,,,
2343,5/4/22,md,0.75044536,NA,3,,,
2343,5/4/22,md,0.75044536,NA,4,,,
2343,5/4/22,md,0.75044536,NA,5,,,
2343,5/4/22,md,0.75044536,NA,6,,,
2345,5/4/22,md,0.60577116,NA,1,,,
2345,5/4/22,md,0.60577116,NA,2,,,
2345,5/4/22,md,0.60577116,NA,3,,,
2345,5/4/22,md,0.60577116,NA,4,,,
2345,5/4/22,md,0.60577116,NA,5,,,
2345,5/4/22,md,0.60577116,NA,6,,,
2345,5/4/22,md,0.60577116,NA,7,,,
2346,5/4/22,md,0.73268661,NA,1,,,
2346,5/4/22,md,0.73268661,NA,2,,,
2346,5/4/22,md,0.73268661,NA,3,,,
2347,5/4/22,md,0.79111683,NA,1,,,
2347,5/4/22,md,0.79111683,NA,2,,,
2347,5/4/22,md,0.79111683,NA,3,,,
2347,5/4/22,md,0.79111683,NA,4,,,
2347,5/4/22,md,0.79111683,NA,5,,,
2347,5/4/22,md,0.79111683,NA,6,,,
2347,5/4/22,md,0.79111683,NA,7,,,
2352,5/4/22,md,0.51816538,NA,1,,,
2352,5/4/22,md,0.51816538,NA,2,,,
2352,5/4/22,md,0.51816538,NA,3,,,
2352,5/4/22,md,0.51816538,NA,4,,,
2354,5/4/22,md,0.62999185,NA,1,,,
2354,5/4/22,md,0.62999185,NA,2,,,
2354,5/4/22,md,0.62999185,NA,3,,,
2360,5/4/22,md,0.75928193,NA,1,,,
2360,5/4/22,md,0.75928193,NA,2,,,
2360,5/4/22,md,0.75928193,NA,3,,,
2365,5/4/22,md,0.76889376,NA,1,,,
2365,5/4/22,md,0.76889376,NA,2,,,
2365,5/4/22,md,0.76889376,NA,3,,,
2365,5/4/22,md,0.76889376,NA,4,,,
2365,5/4/22,md,0.76889376,NA,5,,,
2367,5/4/22,md,0.74901485,NA,1,,,
2367,5/4/22,md,0.74901485,NA,2,,,
2367,5/4/22,md,0.74901485,NA,3,,,
2367,5/4/22,md,0.74901485,NA,4,,,
2367,5/4/22,md,0.74901485,NA,5,,,
2367,5/4/22,md,0.74901485,NA,6,,,
2367,5/4/22,md,0.74901485,NA,7,,,
2369,5/4/22,md,0.73767106,NA,1,,,
2369,5/4/22,md,0.73767106,NA,2,,,
2369,5/4/22,md,0.73767106,NA,3,,,
2369,5/4/22,md,0.73767106,NA,4,,,
2369,5/4/22,md,0.73767106,NA,5,,,
2369,5/4/22,md,0.73767106,NA,6,,,
2370,5/4/22,md,0.80375885,NA,1,,,
2370,5/4/22,md,0.80375885,NA,2,,,
2370,5/4/22,md,0.80375885,NA,3,,,
2371,5/4/22,md,0.75589837,NA,1,,,
2371,5/4/22,md,0.75589837,NA,2,,,
2371,5/4/22,md,0.75589837,NA,3,,,
2372,5/4/22,md,0.75282392,NA,1,,,
2372,5/4/22,md,0.75282392,NA,2,,,
2372,5/4/22,md,0.75282392,NA,3,,,
2372,5/4/22,md,0.75282392,NA,4,,,
2372,5/4/22,md,0.75282392,NA,5,,,
2372,5/4/22,md,0.75282392,NA,6,,,
2375,5/4/22,md,0.78015471,NA,1,,,
2375,5/4/22,md,0.78015471,NA,2,,,
2375,5/4/22,md,0.78015471,NA,3,,,
2376,5/4/22,md,0.58828469,NA,1,,,
2376,5/4/22,md,0.58828469,NA,2,,,
2377,5/4/22,md,0.5875,NA,1,,,
2377,5/4/22,md,0.5875,NA,2,,,
2377,5/4/22,md,0.5875,NA,3,,,
2377,5/4/22,md,0.5875,NA,4,,,
2377,5/4/22,md,0.5875,NA,5,,,
2377,5/4/22,md,0.5875,NA,6,,,
2377,5/4/22,md,0.5875,NA,7,,,
2378,5/4/22,md,0.80679427,NA,1,,,
2378,5/4/22,md,0.80679427,NA,2,,,
2379,5/4/22,md,0.73922143,NA,1,,,
2379,5/4/22,md,0.73922143,NA,2,,,
2379,5/4/22,md,0.73922143,NA,3,,,
2379,5/4/22,md,0.73922143,NA,4,,,
2380,5/4/22,md,0.56214222,NA,1,,,
2380,5/4/22,md,0.56214222,NA,2,,,
2380,5/4/22,md,0.56214222,NA,3,,,
2380,5/4/22,md,0.56214222,NA,4,,,
2380,5/4/22,md,0.56214222,NA,5,,,
2381,5/4/22,md,0.77399679,NA,1,,,
2381,5/4/22,md,0.77399679,NA,2,,,
2381,5/4/22,md,0.77399679,NA,3,,,
2381,5/4/22,md,0.77399679,NA,4,,,
2381,5/4/22,md,0.77399679,NA,5,,,
2381,5/4/22,md,0.77399679,NA,6,,,
2382,5/4/22,md,0.70618782,NA,1,,,
2382,5/4/22,md,0.70618782,NA,2,,,
2382,5/4/22,md,0.70618782,NA,3,,,
2383,5/4/22,md,0.72291514,NA,1,,,
2383,5/4/22,md,0.72291514,NA,2,,,
2383,5/4/22,md,0.72291514,NA,3,,,
2384,5/4/22,md,0.73325882,NA,1,,,
2384,5/4/22,md,0.73325882,NA,2,,,
2384,5/4/22,md,0.73325882,NA,3,,,
2384,5/4/22,md,0.73325882,NA,4,,,
1478,5/9/22,md,0.83479474,NA,1,,,
1478,5/9/22,md,0.83479474,NA,2,,,
20,5/9/22,md,0.87484958,NA,1,,,
20,5/9/22,md,0.87484958,NA,2,,,
20,5/9/22,md,0.87484958,NA,3,,,
2005,5/9/22,md,0.81955725,NA,1,36.497,bulk,
2005,5/9/22,md,0.81955725,NA,2,36.497,bulk,
2005,5/9/22,md,0.81955725,NA,3,36.497,bulk,
2006,5/9/22,md,0.82252518,NA,1,48.116,bulk,
2006,5/9/22,md,0.82252518,NA,2,48.116,bulk,
2006,5/9/22,md,0.82252518,NA,3,48.116,bulk,
2007,5/9/22,md,0.77774806,NA,1,22.324,bulk,
2007,5/9/22,md,0.77774806,NA,2,22.324,bulk,
2007,5/9/22,md,0.77774806,NA,3,22.324,bulk,
2009,5/9/22,md,0.77278796,NA,1,49.48,bulk,
2009,5/9/22,md,0.77278796,NA,2,49.48,bulk,
2009,5/9/22,md,0.77278796,NA,3,49.48,bulk,
2010,5/9/22,md,0.83797909,NA,1,168.994,bulk,
2010,5/9/22,md,0.83797909,NA,2,168.994,bulk,
2011,5/9/22,md,0.79380674,NA,1,50.733,bulk,
2011,5/9/22,md,0.79380674,NA,2,50.733,bulk,
2012,5/9/22,md,0.85019455,NA,1,25.99,bulk,
2012,5/9/22,md,0.85019455,NA,2,25.99,bulk,
2012,5/9/22,md,0.85019455,NA,3,25.99,bulk,
2013,5/9/22,md,0.90996085,NA,1,29.6,bulk,
2013,5/9/22,md,0.90996085,NA,2,29.6,bulk,
2013,5/9/22,md,0.90996085,NA,3,29.6,bulk,
2015,5/9/22,md,0.86694747,NA,1,23.944,bulk,
2015,5/9/22,md,0.86694747,NA,2,23.944,bulk,
2020,5/9/22,md,0.85015075,NA,1,,,
2020,5/9/22,md,0.85015075,NA,2,,,
2020,5/9/22,md,0.85015075,NA,3,,,
2020,5/9/22,md,0.85015075,NA,4,,,
2021,5/9/22,md,0.83255058,NA,1,32.388,bulk,
2021,5/9/22,md,0.83255058,NA,2,32.388,bulk,
2023,5/9/22,md,0.82872928,NA,1,30.685,bulk,
2023,5/9/22,md,0.82872928,NA,2,30.685,bulk,
2023,5/9/22,md,0.82872928,NA,3,30.685,bulk,
2024,5/9/22,md,0.81534502,NA,1,41.532,bulk,
2024,5/9/22,md,0.81534502,NA,2,41.532,bulk,
2024,5/9/22,md,0.81534502,NA,3,41.532,bulk,
2025,5/9/22,md,0.83467447,NA,1,72.095,bulk,
2025,5/9/22,md,0.83467447,NA,2,72.095,bulk,
2026,5/9/22,md,0.7700594,NA,1,61.844,bulk,
2026,5/9/22,md,0.7700594,NA,2,61.844,bulk,
2026,5/9/22,md,0.7700594,NA,3,61.844,bulk,
2027,5/9/22,md,0.80539887,NA,1,64.698,bulk,
2027,5/9/22,md,0.80539887,NA,2,64.698,bulk,
2027,5/9/22,md,0.80539887,NA,3,64.698,bulk,
2028,5/9/22,md,0.71526734,NA,1,53.989,bulk,
2028,5/9/22,md,0.71526734,NA,2,53.989,bulk,
2028,5/9/22,md,0.71526734,NA,3,53.989,bulk,
2029,5/9/22,md,0.81750905,NA,1,36.885,bulk,y0
2029,5/9/22,md,0.81750905,NA,2,36.885,bulk,y0
2029,5/9/22,md,0.81750905,NA,3,36.885,bulk,y0
2029,5/9/22,md,0.81750905,NA,4,36.885,bulk,y0
2029,5/9/22,md,0.81750905,NA,5,36.885,bulk,y0
2030,5/9/22,md,0.80560382,NA,1,28.537,bulk,y0
