"","tree","plot","site","species","week","year","week_rwc_link","time","date_wp","mpa_mean","lwc_mean","mean_swc_per_dry_g","mean_swc_g","date_rwc","type","branch","date","lwm_g","ldm_g","l_cm","d_cm","area_cm2","lma_g_cm2","alas_cm2_per_mm2","sla_cm_g","leaf_count","lwa_g_cm2","ldmc"
"4189",2369,"MiddleEarth","LL","blue oak",11,NA,11,"pd",2022-03-15,1.31166666666667,1.37843013468013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4190",2369,"MiddleEarth","LL","blue oak",21,0,21,"pd",2022-05-25,1.898,0.835518474374255,0.889238236358177,0.597733333333333,"2022-05-25","leaf",2,2022-05-23,0.548,0.302,1.56,0.106,NA,NA,NA,NA,6,NA,0.25351771860788
"4191",2369,"MiddleEarth","LL","blue oak",21,0,21,"md",2022-05-23,3.72,0.796042617960426,0.889238236358177,0.597733333333333,"2022-05-25","leaf",3,2022-05-23,0.441,0.244,1.17,0.1105,NA,NA,NA,NA,6,NA,0.215312184297742
"4192",2369,"MiddleEarth","LL","blue oak",17,0,18,"pd",2022-04-27,1.50533333333333,0.876603213176725,0.906313706252513,0.545566666666667,"2022-05-03","leaf",2,2022-04-25,0.608,0.335,0.58,0.1035,23.616,0.014185298102981,7.0173924918821,70.4955223880597,4,0.0124348778969428,0.269875373414956
"4193",2369,"MiddleEarth","LL","blue oak",33,0,37,"pd",2022-08-18,3.314,0.512151215121512,0.361922714420358,0.0384,"2022-09-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4194",2369,"MiddleEarth","LL","blue oak",21,0,21,"md",2022-05-23,3.72,0.796042617960426,0.889238236358177,0.597733333333333,"2022-05-25","leaf",2,2022-05-23,0.548,0.302,1.56,0.106,NA,NA,NA,NA,6,NA,0.25351771860788
"4195",2369,"MiddleEarth","LL","blue oak",33,0,37,"md",2022-08-18,4.926,0.560145492335672,0.890282131661442,0.0284,"2022-09-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4196",2369,"MiddleEarth","LL","blue oak",33,1,37,"md",2022-08-18,4.926,0.560145492335672,0.831674208144796,0.0919,"2022-09-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4197",2369,"MiddleEarth","LL","blue oak",33,0,37,"md",2022-08-18,4.926,0.560145492335672,0.361922714420358,0.0384,"2022-09-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4198",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-25,1.20566666666667,1.60430107526882,2.5261379585327,0.245866666666667,"2022-03-30","leaf",2,2022-03-30,0.249,0.073,0.75,NA,4.194,0.0174058178350024,NA,57.4520547945205,7,0.0279241722686276,0.0280862351920754
"4199",2370,"Weathertop","LL","blue oak",12,0,13,"pd",2022-03-23,1.25,NA,2.83333333333333,0.0279333333333333,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4200",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-25,1.20566666666667,1.60430107526882,2.5261379585327,0.245866666666667,"2022-03-30","leaf",1,2022-03-30,0.304,0.088,0.65,NA,5.883,0.0149583545809961,NA,66.8522727272727,7,0.0239977043385443,0.0336631047771457
"4201",2370,"Weathertop","LL","blue oak",17,0,18,"md",2022-04-25,2.28725,0.932712956335004,1.01869096318965,0.4677,"2022-05-04","leaf",1,2022-04-25,0.407,0.218,1.47,0.08975,15.13,0.0144084600132188,5.97888418365562,69.4036697247707,5,0.013438957335164,0.176276860176725
"4202",2370,"Weathertop","LL","blue oak",14,0,15,"pd",NA,NA,NA,1.46007805793601,0.26,"2022-04-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4203",2370,"Weathertop","LL","blue oak",12,0,13,"pd",2022-03-23,1.25,NA,2.5261379585327,0.245866666666667,"2022-03-30","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4204",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-25,1.20566666666667,1.60430107526882,2.5261379585327,0.245866666666667,"2022-03-30","leaf",3,2022-03-30,0.218,0.065,0.84,NA,3.896,0.0166837782340862,NA,59.9384615384615,6,0.026765803360491,0.0250855033735093
"4205",2370,"Weathertop","LL","blue oak",17,0,18,"md",2022-04-25,2.28725,0.932712956335004,1.01869096318965,0.4677,"2022-05-04","leaf",2,2022-04-25,0.372,0.229,1.42,0.08775,13.366,0.0171330240909771,5.52531870842938,58.3668122270742,7,0.0159801935508541,0.183539038717228
"4206",2370,"Weathertop","LL","blue oak",14,0,15,"md",2022-04-06,3.1,1.23241590214067,1.46007805793601,0.26,"2022-04-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4207",2370,"Weathertop","LL","blue oak",37,0,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,1.03364739372375,0.0482,"2022-09-12","stem",8,2022-09-12,0.1261,0.0805,4.26,0.07275,5.651,0.0142452663245443,3.3986734532178,70.1987577639752,4,0.0102391246282717,0.0722525587309859
"4208",2370,"Weathertop","LL","blue oak",13,1,13,"md",NA,NA,NA,1.43237433862434,0.0696666666666667,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4209",2370,"Weathertop","LL","blue oak",NA,NA,NA,"md",NA,NA,1.09947113227732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4210",2370,"Weathertop","LL","blue oak",12,1,13,"pd",2022-03-23,1.25,NA,1.43237433862434,0.0696666666666667,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4211",2370,"Weathertop","LL","blue oak",17,0,18,"md",2022-04-25,2.28725,0.932712956335004,1.01869096318965,0.4677,"2022-05-04","leaf",3,2022-04-25,0.367,0.197,1.04,0.083,13.851,0.0142227997978485,6.39992775951762,70.3096446700508,8,0.0132657896468122,0.162047762108164
"4212",2370,"Weathertop","LL","blue oak",13,0,13,"md",NA,NA,NA,2.83333333333333,0.0279333333333333,"2022-03-30","stem",3,2022-03-30,0.218,0.065,0.84,NA,3.896,0.0166837782340862,NA,59.9384615384615,6,NA,0.0224266820011501
"4213",2370,"Weathertop","LL","blue oak",37,0,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,1.03364739372375,0.0482,"2022-09-12","stem",1,2022-09-12,0.2599,0.1676,10.36,0.12825,10.941,0.0153185266429028,2.11734875444257,65.2804295942721,6,0.0110105560573434,0.139521634657168
"4214",2370,"Weathertop","LL","blue oak",13,1,13,"pd",2022-03-30,1.20566666666667,1.60430107526882,1.43237433862434,0.0696666666666667,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4215",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-30,1.20566666666667,1.60430107526882,2.83333333333333,0.0279333333333333,"2022-03-30","stem",2,2022-03-30,0.249,0.073,0.75,NA,4.194,0.0174058178350024,NA,57.4520547945205,7,0.0279241722686276,0.0251175593531368
"4216",2370,"Weathertop","LL","blue oak",21,0,21,"md",2022-05-25,3.2,NA,1.11726572323184,0.2998,"2022-05-25","leaf",1,2022-05-23,0.491,0.245,1.41,0.08675,15.753,0.015552593156859,6.66307088281209,64.2979591836735,7,NA,0.179847437854313
"4217",2370,"Weathertop","LL","blue oak",15,0,15,"pd",2022-04-11,1.433,1.0767283052518,1.6712962962963,0.039,"2022-04-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4218",2370,"Weathertop","LL","blue oak",37,0,37,"md",2022-09-15,4.005,0.62901023890785,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",8,2022-09-12,0.1261,0.0805,4.26,0.07275,5.651,0.0142452663245443,3.3986734532178,70.1987577639752,4,0.00896041837410756,0.0818874930420102
"4219",2370,"Weathertop","LL","blue oak",37,0,37,"md",2022-09-15,4.005,0.62901023890785,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",1,2022-09-12,0.2599,0.1676,10.36,0.12825,10.941,0.0153185266429028,2.11734875444257,65.2804295942721,6,0.00963551010336855,0.156612665326851
"4220",2370,"Weathertop","LL","blue oak",37,0,37,"md",2022-09-15,4.005,0.62901023890785,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",6,2022-09-12,0.1368,0.0698,5.85,0.0525,6.814,0.0102436160845318,7.86925556265342,97.621776504298,4,0.00644333940061164,0.0717844003902907
"4221",2370,"Weathertop","LL","blue oak",37,0,37,"md",2022-09-15,4.005,0.62901023890785,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",7,2022-09-12,0.2901,0.1852,9.85,0.08175,11.738,0.0157778156415062,5.59073245839813,63.3801295896328,5,0.00992440758610783,0.170258754753547
"4222",2370,"Weathertop","LL","blue oak",17,0,18,"pd",2022-04-25,1.3795,0.94393727848781,1.01869096318965,0.4677,"2022-05-04","leaf",3,2022-04-25,0.367,0.197,1.04,0.083,13.851,0.0142227997978485,6.39992775951762,70.3096446700508,8,0.0134254309336581,0.162047762108164
"4223",2370,"Weathertop","LL","blue oak",17,0,18,"pd",2022-04-25,1.3795,0.94393727848781,1.01869096318965,0.4677,"2022-05-04","leaf",2,2022-04-25,0.372,0.229,1.42,0.08775,13.366,0.0171330240909771,5.52531870842938,58.3668122270742,7,0.016172500132703,0.183539038717228
"4224",2370,"Weathertop","LL","blue oak",37,0,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",8,2022-09-12,0.1261,0.0805,4.26,0.07275,5.651,0.0142452663245443,3.3986734532178,70.1987577639752,4,0.0102391246282717,0.0818874930420102
"4225",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-30,1.20566666666667,1.60430107526882,2.83333333333333,0.0279333333333333,"2022-03-30","stem",3,2022-03-30,0.218,0.065,0.84,NA,3.896,0.0166837782340862,NA,59.9384615384615,6,0.026765803360491,0.0224266820011501
"4226",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-30,1.20566666666667,1.60430107526882,2.83333333333333,0.0279333333333333,"2022-03-30","stem",1,2022-03-30,0.304,0.088,0.65,NA,5.883,0.0149583545809961,NA,66.8522727272727,7,0.0239977043385443,0.0301232314011867
"4227",2370,"Weathertop","LL","blue oak",18,0,18,"md",2022-05-04,2.68366666666667,0.803758847937515,1.01869096318965,0.4677,"2022-05-04","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4228",2370,"Weathertop","LL","blue oak",15,0,15,"md",2022-04-13,1.40433333333333,0.943140585749366,1.46007805793601,0.26,"2022-04-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4229",2370,"Weathertop","LL","blue oak",18,0,18,"pd",NA,NA,NA,1.01869096318965,0.4677,"2022-05-04","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4230",2370,"Weathertop","LL","blue oak",13,1,13,"pd",2022-03-25,1.20566666666667,1.60430107526882,1.43237433862434,0.0696666666666667,"2022-03-30","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4231",2370,"Weathertop","LL","blue oak",33,0,37,"pd",2022-08-18,3.744,0.607212857702862,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4232",2370,"Weathertop","LL","blue oak",18,1,18,"md",2022-05-04,2.68366666666667,0.803758847937515,1.01189131653139,0.134166666666667,"2022-05-04","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4233",2370,"Weathertop","LL","blue oak",18,1,18,"pd",NA,NA,NA,1.01189131653139,0.134166666666667,"2022-05-04","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4234",2370,"Weathertop","LL","blue oak",37,0,37,"md",2022-09-15,4.005,0.62901023890785,1.03364739372375,0.0482,"2022-09-12","stem",7,2022-09-12,0.2901,0.1852,9.85,0.08175,11.738,0.0157778156415062,5.59073245839813,63.3801295896328,5,0.00992440758610783,0.151946831862345
"4235",2370,"Weathertop","LL","blue oak",37,1,37,"md",2022-09-15,4.005,0.62901023890785,1.10646113670344,0.1386,"2022-09-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4236",2370,"Weathertop","LL","blue oak",37,1,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,1.10646113670344,0.1386,"2022-09-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4237",2370,"Weathertop","LL","blue oak",17,0,18,"pd",2022-04-25,1.3795,0.94393727848781,1.01869096318965,0.4677,"2022-05-04","leaf",1,2022-04-25,0.407,0.218,1.47,0.08975,15.13,0.0144084600132188,5.97888418365562,69.4036697247707,5,0.0136006825320782,0.176276860176725
"4238",2370,"Weathertop","LL","blue oak",17,0,18,"pd",2022-04-25,1.3795,0.94393727848781,1.26071613843249,0.0456,"2022-05-04","stem",3,2022-04-25,0.367,0.197,1.04,0.083,13.851,0.0142227997978485,6.39992775951762,70.3096446700508,8,0.0134254309336581,0.135142909381409
"4239",2370,"Weathertop","LL","blue oak",17,0,18,"pd",2022-04-25,1.3795,0.94393727848781,1.26071613843249,0.0456,"2022-05-04","stem",2,2022-04-25,0.372,0.229,1.42,0.08775,13.366,0.0171330240909771,5.52531870842938,58.3668122270742,7,0.016172500132703,0.153720560643827
"4240",2370,"Weathertop","LL","blue oak",13,0,13,"md",NA,NA,NA,2.83333333333333,0.0279333333333333,"2022-03-30","stem",1,2022-03-30,0.304,0.088,0.65,NA,5.883,0.0149583545809961,NA,66.8522727272727,7,NA,0.0301232314011867
"4241",2370,"Weathertop","LL","blue oak",18,0,18,"pd",NA,NA,NA,1.26071613843249,0.0456,"2022-05-04","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4242",2370,"Weathertop","LL","blue oak",15,0,15,"md",2022-04-13,1.40433333333333,0.943140585749366,1.6712962962963,0.039,"2022-04-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4243",2370,"Weathertop","LL","blue oak",15,0,15,"pd",2022-04-11,1.433,1.0767283052518,1.46007805793601,0.26,"2022-04-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4244",2370,"Weathertop","LL","blue oak",37,0,37,"md",2022-09-15,4.005,0.62901023890785,1.03364739372375,0.0482,"2022-09-12","stem",8,2022-09-12,0.1261,0.0805,4.26,0.07275,5.651,0.0142452663245443,3.3986734532178,70.1987577639752,4,0.00896041837410756,0.0722525587309859
"4245",2370,"Weathertop","LL","blue oak",33,1,37,"md",2022-08-18,4.79925,0.561261558784676,1.10646113670344,0.1386,"2022-09-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4246",2370,"Weathertop","LL","blue oak",NA,NA,NA,"pd",NA,NA,1.19261744966443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4247",2370,"Weathertop","LL","blue oak",33,1,37,"pd",2022-08-18,3.744,0.607212857702862,1.10646113670344,0.1386,"2022-09-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4248",2370,"Weathertop","LL","blue oak",29,0,30,"md",2022-07-19,4.43333333333333,1.11228070175439,0.786830357142857,0.047,"2022-07-27","stem",1,2022-07-19,0.235,0.156,0.92,0.07425,NA,NA,NA,NA,7,NA,0.165459246001307
"4249",2370,"Weathertop","LL","blue oak",21,0,21,"md",2022-05-25,3.2,NA,1.11726572323184,0.2998,"2022-05-25","leaf",2,2022-05-23,0.594,0.293,1.19,0.09625,19.275,0.015201037613489,6.6228213121323,65.7849829351536,7,NA,0.207762264354369
"4250",2370,"Weathertop","LL","blue oak",29,0,30,"md",2022-07-19,4.43333333333333,1.11228070175439,0.706148543027777,0.359,"2022-07-27","leaf",1,2022-07-19,0.235,0.156,0.92,0.07425,NA,NA,NA,NA,7,NA,0.180943297140124
"4251",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-25,1.20566666666667,1.60430107526882,2.83333333333333,0.0279333333333333,"2022-03-30","stem",1,2022-03-30,0.304,0.088,0.65,NA,5.883,0.0149583545809961,NA,66.8522727272727,7,0.0239977043385443,0.0301232314011867
"4252",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-25,1.20566666666667,1.60430107526882,2.83333333333333,0.0279333333333333,"2022-03-30","stem",2,2022-03-30,0.249,0.073,0.75,NA,4.194,0.0174058178350024,NA,57.4520547945205,7,0.0279241722686276,0.0251175593531368
"4253",2370,"Weathertop","LL","blue oak",18,0,18,"md",2022-05-04,2.68366666666667,0.803758847937515,1.26071613843249,0.0456,"2022-05-04","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4254",2370,"Weathertop","LL","blue oak",37,0,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",1,2022-09-12,0.2599,0.1676,10.36,0.12825,10.941,0.0153185266429028,2.11734875444257,65.2804295942721,6,0.0110105560573434,0.156612665326851
"4255",2370,"Weathertop","LL","blue oak",37,0,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",6,2022-09-12,0.1368,0.0698,5.85,0.0525,6.814,0.0102436160845318,7.86925556265342,97.621776504298,4,0.00736284316095751,0.0717844003902907
"4256",2370,"Weathertop","LL","blue oak",33,0,37,"md",2022-08-18,4.79925,0.561261558784676,1.03364739372375,0.0482,"2022-09-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4257",2370,"Weathertop","LL","blue oak",10,NA,11,"md",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4258",2370,"Weathertop","LL","blue oak",37,0,37,"md",2022-09-15,4.005,0.62901023890785,1.03364739372375,0.0482,"2022-09-12","stem",1,2022-09-12,0.2599,0.1676,10.36,0.12825,10.941,0.0153185266429028,2.11734875444257,65.2804295942721,6,0.00963551010336855,0.139521634657168
"4259",2370,"Weathertop","LL","blue oak",37,0,37,"md",2022-09-15,4.005,0.62901023890785,1.03364739372375,0.0482,"2022-09-12","stem",6,2022-09-12,0.1368,0.0698,5.85,0.0525,6.814,0.0102436160845318,7.86925556265342,97.621776504298,4,0.00644333940061164,0.0632563005694811
"4260",2370,"Weathertop","LL","blue oak",13,0,13,"md",NA,NA,NA,2.5261379585327,0.245866666666667,"2022-03-30","leaf",1,2022-03-30,0.304,0.088,0.65,NA,5.883,0.0149583545809961,NA,66.8522727272727,7,NA,0.0336631047771457
"4261",2370,"Weathertop","LL","blue oak",13,0,13,"md",NA,NA,NA,2.5261379585327,0.245866666666667,"2022-03-30","leaf",2,2022-03-30,0.249,0.073,0.75,NA,4.194,0.0174058178350024,NA,57.4520547945205,7,NA,0.0280862351920754
"4262",2370,"Weathertop","LL","blue oak",29,0,30,"md",2022-07-19,4.43333333333333,1.11228070175439,0.706148543027777,0.359,"2022-07-27","leaf",2,2022-07-19,0.342,0.217,0.79,0.08825,NA,NA,NA,NA,7,NA,0.2350650950369
"4263",2370,"Weathertop","LL","blue oak",21,0,21,"md",2022-05-25,3.2,NA,1.11726572323184,0.2998,"2022-05-25","leaf",3,2022-05-23,0.493,0.246,1.45,0.09875,15.932,0.0154406226462465,5.20051336047957,64.7642276422764,7,NA,0.180449046585589
"4264",2370,"Weathertop","LL","blue oak",21,0,21,"md",2022-05-25,3.2,NA,1.35063492063492,0.0392666666666667,"2022-05-25","stem",1,2022-05-23,0.491,0.245,1.41,0.08675,15.753,0.015552593156859,6.66307088281209,64.2979591836735,7,NA,0.153543894553594
"4265",2370,"Weathertop","LL","blue oak",37,0,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,1.03364739372375,0.0482,"2022-09-12","stem",6,2022-09-12,0.1368,0.0698,5.85,0.0525,6.814,0.0102436160845318,7.86925556265342,97.621776504298,4,0.00736284316095751,0.0632563005694811
"4266",2370,"Weathertop","LL","blue oak",37,0,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,1.03364739372375,0.0482,"2022-09-12","stem",7,2022-09-12,0.2901,0.1852,9.85,0.08175,11.738,0.0157778156415062,5.59073245839813,63.3801295896328,5,0.0113406809697146,0.151946831862345
"4267",2370,"Weathertop","LL","blue oak",19,NA,19,"pd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4268",2370,"Weathertop","LL","blue oak",19,NA,19,"md",2022-05-09,2.34533333333333,0.863404526617788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4269",2370,"Weathertop","LL","blue oak",37,0,37,"pd",2022-09-15,2.41666666666667,0.718773829495196,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",7,2022-09-12,0.2901,0.1852,9.85,0.08175,11.738,0.0157778156415062,5.59073245839813,63.3801295896328,5,0.0113406809697146,0.170258754753547
"4270",2370,"Weathertop","LL","blue oak",17,0,18,"md",2022-04-25,2.28725,0.932712956335004,1.26071613843249,0.0456,"2022-05-04","stem",3,2022-04-25,0.367,0.197,1.04,0.083,13.851,0.0142227997978485,6.39992775951762,70.3096446700508,8,0.0132657896468122,0.135142909381409
"4271",2370,"Weathertop","LL","blue oak",33,0,37,"md",2022-08-18,4.79925,0.561261558784676,0.902556105511761,0.0870666666666667,"2022-09-12","leaf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4272",2370,"Weathertop","LL","blue oak",33,0,37,"pd",2022-08-18,3.744,0.607212857702862,1.03364739372375,0.0482,"2022-09-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4273",2370,"Weathertop","LL","blue oak",29,0,30,"pd",2022-07-19,3.53333333333333,0.596811594202899,0.706148543027777,0.359,"2022-07-27","leaf",3,2022-07-19,0.236,0.156,0.68,0.0875,NA,NA,NA,NA,5,NA,0.180943297140124
"4274",2370,"Weathertop","LL","blue oak",29,0,30,"pd",2022-07-19,3.53333333333333,0.596811594202899,0.706148543027777,0.359,"2022-07-27","leaf",1,2022-07-19,0.235,0.156,0.92,0.07425,NA,NA,NA,NA,7,NA,0.180943297140124
"4275",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-30,1.20566666666667,1.60430107526882,2.5261379585327,0.245866666666667,"2022-03-30","leaf",3,2022-03-30,0.218,0.065,0.84,NA,3.896,0.0166837782340862,NA,59.9384615384615,6,0.026765803360491,0.0250855033735093
"4276",2370,"Weathertop","LL","blue oak",29,0,30,"md",2022-07-19,4.43333333333333,1.11228070175439,0.706148543027777,0.359,"2022-07-27","leaf",3,2022-07-19,0.236,0.156,0.68,0.0875,NA,NA,NA,NA,5,NA,0.180943297140124
"4277",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-25,1.20566666666667,1.60430107526882,2.83333333333333,0.0279333333333333,"2022-03-30","stem",3,2022-03-30,0.218,0.065,0.84,NA,3.896,0.0166837782340862,NA,59.9384615384615,6,0.026765803360491,0.0224266820011501
"4278",2370,"Weathertop","LL","blue oak",14,0,15,"pd",NA,NA,NA,1.6712962962963,0.039,"2022-04-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4279",2370,"Weathertop","LL","blue oak",21,0,21,"md",2022-05-25,3.2,NA,1.35063492063492,0.0392666666666667,"2022-05-25","stem",2,2022-05-23,0.594,0.293,1.19,0.09625,19.275,0.015201037613489,6.6228213121323,65.7849829351536,7,NA,0.178263430839506
"4280",2370,"Weathertop","LL","blue oak",21,0,21,"md",2022-05-25,3.2,NA,1.35063492063492,0.0392666666666667,"2022-05-25","stem",3,2022-05-23,0.493,0.246,1.45,0.09875,15.932,0.0154406226462465,5.20051336047957,64.7642276422764,7,NA,0.154074044617648
"4281",2370,"Weathertop","LL","blue oak",21,0,21,"pd",2022-05-23,1.92933333333333,0.690821256038647,1.35063492063492,0.0392666666666667,"2022-05-25","stem",1,2022-05-23,0.491,0.245,1.41,0.08675,15.753,0.015552593156859,6.66307088281209,64.2979591836735,7,0.0107440619392794,0.153543894553594
"4282",2370,"Weathertop","LL","blue oak",17,0,18,"pd",2022-04-25,1.3795,0.94393727848781,1.26071613843249,0.0456,"2022-05-04","stem",1,2022-04-25,0.407,0.218,1.47,0.08975,15.13,0.0144084600132188,5.97888418365562,69.4036697247707,5,0.0136006825320782,0.147425184816803
"4283",2370,"Weathertop","LL","blue oak",10,NA,11,"pd",2022-03-08,1.45033333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4284",2370,"Weathertop","LL","blue oak",13,0,13,"md",NA,NA,NA,2.83333333333333,0.0279333333333333,"2022-03-30","stem",2,2022-03-30,0.249,0.073,0.75,NA,4.194,0.0174058178350024,NA,57.4520547945205,7,NA,0.0251175593531368
"4285",2370,"Weathertop","LL","blue oak",13,0,13,"md",NA,NA,NA,2.5261379585327,0.245866666666667,"2022-03-30","leaf",3,2022-03-30,0.218,0.065,0.84,NA,3.896,0.0166837782340862,NA,59.9384615384615,6,NA,0.0250855033735093
"4286",2370,"Weathertop","LL","blue oak",21,0,21,"pd",2022-05-23,1.92933333333333,0.690821256038647,1.35063492063492,0.0392666666666667,"2022-05-25","stem",3,2022-05-23,0.493,0.246,1.45,0.09875,15.932,0.0154406226462465,5.20051336047957,64.7642276422764,7,0.0106667103304988,0.154074044617648
"4287",2370,"Weathertop","LL","blue oak",17,0,18,"md",2022-04-25,2.28725,0.932712956335004,1.26071613843249,0.0456,"2022-05-04","stem",2,2022-04-25,0.372,0.229,1.42,0.08775,13.366,0.0171330240909771,5.52531870842938,58.3668122270742,7,0.0159801935508541,0.153720560643827
"4288",2370,"Weathertop","LL","blue oak",29,0,30,"md",2022-07-19,4.43333333333333,1.11228070175439,0.786830357142857,0.047,"2022-07-27","stem",2,2022-07-19,0.342,0.217,0.79,0.08825,NA,NA,NA,NA,7,NA,0.21617198409663
"4289",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-30,1.20566666666667,1.60430107526882,2.5261379585327,0.245866666666667,"2022-03-30","leaf",1,2022-03-30,0.304,0.088,0.65,NA,5.883,0.0149583545809961,NA,66.8522727272727,7,0.0239977043385443,0.0336631047771457
"4290",2370,"Weathertop","LL","blue oak",13,0,13,"pd",2022-03-30,1.20566666666667,1.60430107526882,2.5261379585327,0.245866666666667,"2022-03-30","leaf",2,2022-03-30,0.249,0.073,0.75,NA,4.194,0.0174058178350024,NA,57.4520547945205,7,0.0279241722686276,0.0280862351920754
"4291",2370,"Weathertop","LL","blue oak",21,1,21,"pd",2022-05-23,1.92933333333333,0.690821256038647,1.11514471531334,0.2147,"2022-05-25","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4292",2370,"Weathertop","LL","blue oak",14,0,15,"md",2022-04-06,3.1,1.23241590214067,1.6712962962963,0.039,"2022-04-12","stem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
