"","time","type","year","x14","tree","lfm_wet_per_dry_g","lfm_percent","lfm_wet_wt_g","lfm_dry_wt_g","date_lfm","week"
"815","pd","leaf",0,NA,2006,1.15962397617275,115.962397617275,4.6406,2.1488,2022-04-27,17
"816","pd","stem",1,NA,2030,0.67629179331307,67.629179331307,1.3236,0.7896,2022-04-27,17
"817","pd","stem",1,NA,2093,0.837978780794821,83.7978780794821,1.0221,0.5561,2022-04-27,17
"818","pd","stem",1,NA,2089,0.731277533039648,73.1277533039648,0.9825,0.5675,2022-04-27,17
"819","pd","stem",0,NA,2025,0.767932489451477,76.7932489451477,0.419,0.237,2022-04-27,17
"820","pd","stem",0,NA,2023,0.389809699201964,38.9809699201964,0.2264,0.1629,2022-04-27,17
"821","pd","stem",1,NA,2013,0.904093812166265,90.4093812166265,3.6372,1.9102,2022-04-27,17
"822","pd","stem",0,NA,2093,1.04202483285578,104.202483285578,0.4276,0.2094,2022-04-27,17
"823","pd","stem",0,NA,2089,1.48796498905908,148.796498905908,0.1137,0.0457,2022-04-27,17
"824","pd","stem",0,NA,2030,0.933770184881816,93.3770184881816,0.8263,0.4273,2022-04-27,17
"825","pd","stem",0,NA,2013,1.19353228865156,119.353228865156,2.1977,1.0019,2022-04-27,17
"826","pd","stem",0,NA,2005,0.943109987357775,94.3109987357775,0.7685,0.3955,2022-04-27,17
"827","pd","leaf",1,NA,2352,0.840474150242788,84.0474150242788,1.2887,0.7002,2022-05-23,21
"828","md","stem",0,NA,2006,1.15491071428571,115.491071428571,0.4827,0.224,2022-05-25,21
"829","pd","leaf",0,NA,2331,1.02691924227318,102.691924227318,0.4066,0.2006,2022-05-23,21
"830","pd","leaf",0,NA,2375,0.987134360966137,98.7134360966137,1.6372,0.8239,2022-05-23,21
"831","pd","stem",1,NA,2378,1.3692480359147,136.92480359147,0.2111,0.0891,2022-05-23,21
"832","pd","leaf",0,NA,2347,1.10489236790607,110.489236790607,1.6134,0.7665,2022-05-23,21
"833","pd","leaf",0,NA,2378,1.23947647683056,123.947647683056,1.2662,0.5654,2022-05-23,21
"834","pd","leaf",0,NA,2070,0.294416243654822,29.4416243654822,0.5865,0.4531,2022-05-23,21
"835","pd","leaf",0,NA,2384,1.05163043478261,105.163043478261,1.208,0.5888,2022-05-23,21
"836","md","leaf",0,NA,2005,1.06703935205564,106.703935205564,4.6959,2.2718,2022-05-25,21
"837","pd","stem",0,NA,2380,1.41255006675567,141.255006675567,0.3614,0.1498,2022-05-23,21
"838","pd","leaf",0,NA,2379,1.70981459431876,170.981459431876,1.5931,0.5879,2022-05-23,21
"839","pd","leaf",0,NA,2387,1.08886686488272,108.886686488272,1.8969,0.9081,2022-05-23,21
"840","pd","leaf",0,NA,2367,1.08585209003215,108.585209003215,0.6487,0.311,2022-05-23,21
"841","pd","leaf",0,NA,2380,0.842567707256564,84.2567707256564,1.7825,0.9674,2022-05-23,21
"842","pd","leaf",1,NA,2376,0.33879474806419,33.879474806419,1.193,0.8911,2022-05-23,21
"843","pd","stem",0,NA,2077,-0.712813844153246,-71.2813844153246,-0.2871,-0.9997,2022-05-23,21
"844","pd","leaf",1,NA,2354,0.24615,24.615,2.4923,2,2022-05-23,21
"845","pd","stem",1,NA,2382,3.55764513491415,355.764513491415,0.5574,0.1223,2022-05-23,21
"846","pd","leaf",0,NA,2369,1.36871633752244,136.871633752244,2.111,0.8912,2022-05-23,21
"847","pd","leaf",0,NA,2370,0.992350691379818,99.2350691379818,2.0316,1.0197,2022-05-23,21
"848","pd","stem",1,NA,2383,5.60800842992624,560.800842992624,0.6271,0.0949,2022-05-23,21
"849","pd","stem",1,NA,2352,-1.36612903225806,-136.612903225806,-0.0681,0.186,2022-05-23,21
"850","pd","stem",1,NA,2009,0.818429237947123,81.8429237947123,0.4677,0.2572,2022-05-23,21
"851","pd","stem",0,NA,2384,-6.15182186234818,-615.182186234818,-0.2545,0.0494,2022-05-23,21
"852","pd","stem",1,NA,2343,0.685402684563758,68.5402684563758,0.2009,0.1192,2022-05-23,21
"853","md","stem",1,NA,2085,0.765921787709497,76.5921787709497,0.3161,0.179,2022-05-25,21
"854","pd","leaf",0,NA,2365,1.66305890702626,166.305890702626,1.5009,0.5636,2022-05-23,21
"855","pd","stem",0,NA,2369,5.83658536585366,583.658536585366,0.5606,0.082,2022-05-23,21
"856","pd","leaf",1,NA,2331,0.772361571225745,77.2361571225745,1.1235,0.6339,2022-05-23,21
"857","pd","stem",0,NA,2343,0.631369426751592,63.1369426751592,0.2049,0.1256,2022-05-23,21
"858","pd","stem",0,NA,2382,0.949529512403764,94.9529512403764,0.2279,0.1169,2022-05-23,21
"859","pd","leaf",1,NA,2380,1.73551769331586,173.551769331586,1.0436,0.3815,2022-05-23,21
"860","pd","stem",0,NA,2070,7.84304207119741,784.304207119741,0.5465,0.0618,2022-05-23,21
"861","pd","leaf",0,NA,2382,0.982996528086887,98.2996528086887,2.2275,1.1233,2022-05-23,21
"862","pd","leaf",0,NA,2077,1.62121955206801,162.121955206801,1.6034,0.6117,2022-05-23,21
"863","pd","leaf",0,NA,2346,0.914587458745875,91.4587458745875,1.4503,0.7575,2022-05-23,21
"864","pd","stem",1,NA,2369,0.817802917534981,81.7802917534981,0.6106,0.3359,2022-05-23,21
"865","pd","leaf",0,NA,2371,1.31180312201338,131.180312201338,2.9027,1.2556,2022-05-23,21
"866","pd","stem",1,NA,2360,0.335919479974838,33.5919479974838,0.6371,0.4769,2022-05-23,21
"867","md","stem",0,NA,2005,1.07818181818182,107.818181818182,0.9144,0.44,2022-05-25,21
"868","md","stem",0,NA,2085,1.79524107701941,179.524107701941,0.4464,0.1597,2022-05-25,21
"869","pd","leaf",0,NA,2372,0.883221669908508,88.3221669908508,2.6141,1.3881,2022-05-23,21
"870","pd","leaf",0,NA,2009,0.36189111747851,36.189111747851,0.9506,0.698,2022-05-23,21
"871","md","stem",1,NA,2012,0.878731775052071,87.8731775052071,0.8118,0.4321,2022-05-25,21
"872","pd","leaf",0,NA,2345,1.1323155216285,113.23155216285,0.419,0.1965,2022-05-23,21
"873","pd","stem",1,NA,2077,1.02748962655602,102.748962655602,0.3909,0.1928,2022-05-23,21
"874","pd","leaf",0,NA,2343,0.622636519899511,62.2636519899511,1.2272,0.7563,2022-05-23,21
"875","md","leaf",0,NA,2012,0.973112452908087,97.3112452908087,3.8233,1.9377,2022-05-25,21
"876","pd","stem",0,NA,2378,6.6281208935611,662.81208935611,0.5805,0.0761,2022-05-23,21
"877","pd","stem",0,NA,2009,7.21456953642384,721.456953642384,0.6202,0.0755,2022-05-23,21
"878","md","leaf",0,NA,2085,1.27549852893102,127.549852893102,2.7843,1.2236,2022-05-25,21
"879","pd","stem",0,NA,2383,-8.26987951807229,-826.987951807229,-0.3017,0.0415,2022-05-23,21
"880","pd","leaf",0,NA,2383,0.245155855096883,24.5155855096883,0.5912,0.4748,2022-05-23,21
"881","md","stem",1,NA,2005,0.896323215049166,89.6323215049166,0.8871,0.4678,2022-05-25,21
"882","md","stem",0,NA,2012,1.25051072522983,125.051072522983,0.8813,0.3916,2022-05-25,21
"883","pd","leaf",0,NA,2301,0.696151249155975,69.6151249155975,2.0096,1.1848,2022-05-23,21
"884","pd","stem",1,NA,2380,-0.580141129032258,-58.0141129032258,0.0833,0.1984,2022-05-23,21
"885","pd","leaf",1,NA,2377,0.298003237992445,29.8003237992445,1.2026,0.9265,2022-05-23,21
"886","pd","leaf",1,NA,2345,0.812320092112838,81.2320092112838,0.9444,0.5211,2022-05-23,21
"887","pd","stem",1,NA,2070,-4.15611814345992,-415.611814345992,-0.2244,0.0711,2022-05-23,21
"888","pd","stem",1,NA,2384,1.04282868525896,104.282868525896,0.4102,0.2008,2022-05-23,21
"889","md","stem",0,NA,2090,0.700836820083682,70.0836820083682,0.2439,0.1434,2022-05-25,21
"890","md","leaf",0,NA,2090,1.12120567375887,112.120567375887,2.9909,1.41,2022-05-25,21
"891","md","stem",0,NA,2089,1.13836477987421,113.836477987421,0.17,0.0795,2022-05-25,21
"892","md","stem",0,NA,2087,1.05466486382075,105.466486382075,1.0637,0.5177,2022-05-25,21
"893","md","stem",0,NA,2015,0.665859564164649,66.5859564164649,0.344,0.2065,2022-05-25,21
"894","md","stem",1,NA,2086,0.777616279069767,77.7616279069768,0.3669,0.2064,2022-05-25,21
"895","md","leaf",0,NA,2088,0.937802907915993,93.7802907915993,4.0783,2.1046,2022-05-25,21
"896","pd","stem",0,NA,2331,0.577464788732394,57.7464788732394,0.0896,0.0568,2022-05-23,21
"897","md","stem",1,NA,1478,0.596095179987797,59.6095179987798,0.5232,0.3278,2022-05-25,21
"898","pd","stem",0,NA,2372,0.95632183908046,95.632183908046,0.3404,0.174,2022-05-23,21
"899","pd","stem",1,NA,2375,0.699889867841409,69.9889867841409,0.3087,0.1816,2022-05-23,21
"900","md","leaf",0,NA,2092,0.815599512515234,81.5599512515234,1.9367,1.0667,2022-05-25,21
"901","md","stem",0,NA,2092,-0.15301724137931,-15.301724137931,0.0393,0.0464,2022-05-25,21
"902","md","leaf",0,NA,2086,0.918885601577909,91.8885601577909,0.7783,0.4056,2022-05-25,21
"903","pd","stem",1,NA,2360,0.512211668928087,51.2211668928087,0.2229,0.1474,2022-05-23,21
"904","pd","stem",1,NA,2381,0.696544276457883,69.6544276457883,0.1571,0.0926,2022-05-23,21
"905","md","leaf",0,NA,2006,0.873489630297566,87.3489630297566,4.1554,2.218,2022-05-25,21
"906","pd","stem",1,NA,2367,0.556497175141243,55.6497175141243,0.1653,0.1062,2022-05-23,21
"907","md","stem",0,NA,2086,0.97667638483965,97.667638483965,0.1356,0.0686,2022-05-25,21
"908","md","stem",0,NA,2008,0.8887103254319,88.87103254319,0.4701,0.2489,2022-05-25,21
"909","md","leaf",1,NA,2093,0.711988304093567,71.1988304093567,0.2342,0.1368,2022-05-25,21
"910","pd","stem",1,NA,2370,0.683153913296479,68.315391329648,0.5785,0.3437,2022-05-23,21
"911","md","leaf",1,NA,2092,0.634741558649384,63.4741558649384,2.0431,1.2498,2022-05-25,21
"912","md","stem",1,NA,2093,0.752356780275562,75.2356780275562,0.4833,0.2758,2022-05-25,21
"913","pd","stem",0,NA,2381,0.774340309372157,77.4340309372157,0.195,0.1099,2022-05-23,21
"914","pd","stem",1,NA,2354,0.644186046511628,64.4186046511628,0.2828,0.172,2022-05-23,21
"915","md","stem",1,NA,2091,0.77491103202847,77.491103202847,0.798,0.4496,2022-05-25,21
"916","pd","stem",0,NA,2347,0.810606060606061,81.0606060606061,0.2151,0.1188,2022-05-23,21
"917","md","leaf",0,NA,2087,0.875989740158358,87.5989740158358,3.3644,1.7934,2022-05-25,21
"918","pd","stem",0,NA,2379,0.504178272980501,50.4178272980501,0.054,0.0359,2022-05-23,21
"919","md","stem",0,NA,2091,1.72393822393822,172.393822393822,0.1411,0.0518,2022-05-25,21
"920","md","stem",1,NA,2012,0.382397572078907,38.2397572078907,0.0911,0.0659,2022-05-25,21
"921","md","leaf",0,NA,2007,0.828391226583827,82.8391226583827,1.9423,1.0623,2022-05-25,21
"922","pd","stem",1,NA,2372,0.598928974069899,59.8928974069899,0.5673,0.3548,2022-05-23,21
"923","pd","stem",1,NA,2301,0.634510869565218,63.4510869565217,0.2406,0.1472,2022-05-23,21
"924","pd","stem",0,NA,2365,0.634426229508197,63.4426229508197,0.0997,0.061,2022-05-23,21
"925","pd","stem",0,NA,2360,0.648249027237354,64.8249027237354,0.2118,0.1285,2022-05-23,21
"926","pd","stem",1,NA,2347,0.665085388994307,66.5085388994307,0.5265,0.3162,2022-05-23,21
"927","md","leaf",1,NA,2089,0.697191584020762,69.7191584020762,1.8311,1.0789,2022-05-25,21
"928","md","stem",0,NA,2093,0.983561643835617,98.3561643835617,0.0724,0.0365,2022-05-25,21
"929","md","stem",1,NA,2008,0.444961240310078,44.4961240310078,0.466,0.3225,2022-05-25,21
"930","md","leaf",0,NA,2008,0.701880437833286,70.1880437833286,3.0319,1.7815,2022-05-25,21
"931","pd","stem",0,NA,2345,1.275,127.5,0.0182,0.008,2022-05-23,21
"932","pd","stem",1,NA,2379,0.59041394335512,59.041394335512,0.219,0.1377,2022-05-23,21
"933","md","leaf",0,NA,2015,0.874920270442658,87.4920270442658,2.9395,1.5678,2022-05-25,21
"934","md","stem",0,NA,1478,1.0088,100.88,0.2511,0.125,2022-05-25,21
"935","pd","stem",0,NA,2367,0.49433962264151,49.433962264151,0.0396,0.0265,2022-05-23,21
"936","md","leaf",0,NA,2004,0.788674292143259,78.8674292143259,1.9078,1.0666,2022-05-25,21
"937","md","leaf",1,NA,2091,0.698620896417329,69.8620896417329,2.2663,1.3342,2022-05-25,21
"938","pd","stem",0,NA,2346,0.490939044481054,49.0939044481054,0.0905,0.0607,2022-05-23,21
"939","pd","stem",1,NA,2365,0.626227614095898,62.6227614095898,0.2815,0.1731,2022-05-23,21
"940","pd","stem",0,NA,2371,0.819043107531975,81.9043107531975,0.384,0.2111,2022-05-23,21
"941","md","stem",0,NA,2088,0.937891582675021,93.7891582675021,0.7114,0.3671,2022-05-25,21
"942","md","stem",1,NA,2007,0.300119474313023,30.0119474313023,0.5441,0.4185,2022-05-25,21
"943","md","stem",1,NA,2089,0.737336694934678,73.7336694934678,0.758,0.4363,2022-05-25,21
"944","md","stem",1,NA,2087,0.684716704996864,68.4716704996864,0.8058,0.4783,2022-05-25,21
"945","pd","stem",1,NA,2377,0.621212121212121,62.1212121212121,0.214,0.132,2022-05-23,21
"946","pd","stem",1,NA,2331,0.610922946655377,61.0922946655377,0.3805,0.2362,2022-05-23,21
"947","md","stem",1,NA,2004,0.689204417399144,68.9204417399144,0.7495,0.4437,2022-05-25,21
"948","md","stem",1,NA,2006,0.73689197725837,73.689197725837,0.5499,0.3166,2022-05-25,21
"949","pd","stem",1,NA,2346,0.595573440643863,59.5573440643863,0.5551,0.3479,2022-05-23,21
"950","md","stem",0,NA,2091,1.00738488271069,100.738488271069,0.4621,0.2302,2022-05-25,21
"951","pd","stem",0,NA,2370,0.709750566893424,70.9750566893424,0.1508,0.0882,2022-05-23,21
"952","pd","stem",1,NA,2345,-0.792325254654022,-79.2325254654022,0.2365,1.1388,2022-05-23,21
"953","md","stem",0,NA,2004,0.864877161055505,86.4877161055505,0.4099,0.2198,2022-05-25,21
"954","md","leaf",0,NA,2089,0.867258443016019,86.7258443016019,1.8301,0.9801,2022-05-25,21
"955","md","leaf",0,NA,2012,0.761577573175759,76.1577573175759,1.2819,0.7277,2022-05-25,21
"956","md","stem",0,NA,2007,0.848357524828113,84.8357524828113,0.4839,0.2618,2022-05-25,21
"957","md","stem",1,NA,2090,0.623705408515535,62.3705408515535,0.4233,0.2607,2022-05-25,21
"958","md","stem",1,NA,2015,0.395712209302326,39.5712209302326,0.3841,0.2752,2022-05-25,21
"959","md","leaf",1,NA,2093,0.644885627967199,64.4885627967199,1.9056,1.1585,2022-05-25,21
"960","md","stem",1,NA,2088,0.619801602441816,61.9801602441816,0.8491,0.5242,2022-05-25,21
"961","pd","stem",0,NA,2375,0.771428571428572,77.1428571428572,0.1922,0.1085,2022-05-23,21
"962","md","stem",1,NA,2092,0.852257181942544,85.2257181942544,0.5416,0.2924,2022-05-25,21
"963","pd","stem",1,NA,2376,0.521541950113379,52.1541950113379,0.2013,0.1323,2022-05-23,21
"964","md","stem",0,NA,2012,0.662352493338409,66.2352493338409,0.4367,0.2627,2022-05-25,21
"965","md","leaf",0,NA,1478,0.729859719438878,72.9859719438878,1.2948,0.7485,2022-05-25,21
"966","pd","stem",1,NA,2371,0.705078958600085,70.5078958600085,0.3995,0.2343,2022-05-23,21
"967","pd","stem",1,NA,2025,0.683168316831683,68.3168316831683,0.51,0.303,2022-05-25,21
"968","pd","leaf",0,NA,2021,0.827899518973811,82.7899518973811,1.71,0.9355,2022-05-25,21
"969","pd","stem",0,NA,2012,0.840490797546012,84.0490797546012,0.3,0.163,2022-05-25,21
"970","pd","leaf",0,NA,2027,0.716937354988399,71.6937354988399,4.44,2.586,2022-05-25,21
"971","pd","stem",0,NA,2089,1.05882352941176,105.882352941176,0.35,0.17,2022-05-25,21
"972","pd","leaf",0,NA,2086,0.910688140556369,91.0688140556369,2.61,1.366,2022-05-25,21
"973","pd","leaf",0,NA,2091,0.796875,79.6875,2.76,1.536,2022-05-25,21
"974","pd","leaf",1,NA,2092,0.617944475087332,61.7944475087332,0.88,0.5439,2022-05-25,21
"975","pd","stem",0,NA,2031,0.724137931034483,72.4137931034483,0.31,0.1798,2022-05-25,21
"976","pd","leaf",0,NA,2029,0.726539954224301,72.6539954224301,3.47,2.0098,2022-05-25,21
"977","pd","leaf",0,NA,2087,0.916484886257401,91.6484886257401,1.23,0.6418,2022-05-25,21
"978","pd","stem",1,NA,2005,0.80633147113594,80.633147113594,0.97,0.537,2022-05-25,21
"979","pd","stem",1,NA,2012,0.717687074829932,71.7687074829932,1.01,0.588,2022-05-25,21
"980","pd","leaf",0,NA,2030,0.744780699115577,74.4780699115577,2.9,1.6621,2022-05-25,21
"981","pd","leaf",0,NA,2005,0.85743884264476,85.743884264476,5.11,2.7511,2022-05-25,21
"982","pd","leaf",0,NA,2006,0.840819730727987,84.0819730727987,3.09,1.6786,2022-05-25,21
"983","pd","leaf",0,NA,2028,0.805054151624549,80.5054151624549,2.15,1.1911,2022-05-25,21
"984","pd","stem",1,NA,2008,0.628222523744912,62.8222523744912,0.96,0.5896,2022-05-25,21
"985","pd","leaf",0,NA,2004,0.77990852482504,77.990852482504,3.23,1.8147,2022-05-25,21
"986","pd","stem",0,NA,2027,0.66147455867082,66.147455867082,0.48,0.2889,2022-05-25,21
"987","pd","leaf",1,NA,2022,0.581081081081081,58.1081081081081,1.17,0.74,2022-05-25,21
"988","pd","leaf",0,NA,2022,0.720226843100189,72.0226843100189,2.73,1.587,2022-05-25,21
"989","pd","leaf",0,NA,2093,0.719049727017855,71.9049727017855,2.33,1.3554,2022-05-25,21
"990","pd","stem",1,NA,2023,0.585081585081585,58.5081585081585,0.68,0.429,2022-05-25,21
"991","pd","stem",0,NA,2085,0.944652206432311,94.4652206432311,0.52,0.2674,2022-05-25,21
"992","pd","stem",1,NA,2090,0.801801801801802,80.1801801801802,0.18,0.0999,2022-05-25,21
"993","pd","stem",1,NA,2027,0.641791044776119,64.1791044776119,0.44,0.268,2022-05-25,21
"994","pd","stem",0,NA,2029,0.641586867305062,64.1586867305061,0.12,0.0731,2022-05-25,21
"995","pd","stem",1,NA,2004,0.734367868553172,73.4367868553172,0.38,0.2191,2022-05-25,21
"996","pd","leaf",0,NA,2023,0.77406523468576,77.406523468576,2.23,1.257,2022-05-25,21
"997","pd","stem",0,NA,2088,0.979307242465137,97.9307242465137,0.44,0.2223,2022-05-25,21
"998","pd","stem",0,NA,1478,0.954022988505747,95.4022988505747,0.51,0.261,2022-05-25,21
"999","pd","leaf",0,NA,2026,0.821047102083698,82.1047102083698,2.08,1.1422,2022-05-25,21
"1000","pd","stem",1,NA,2028,0.700879765395894,70.0879765395894,0.29,0.1705,2022-05-25,21
"1001","pd","stem",0,NA,2025,0.708278580814718,70.8278580814717,0.26,0.1522,2022-05-25,21
"1002","pd","leaf",0,NA,2031,0.821908449100433,82.1908449100433,2.4,1.3173,2022-05-25,21
"1003","pd","leaf",0,NA,2092,0.797632820147726,79.7632820147726,2.02,1.1237,2022-05-25,21
"1004","pd","stem",0,NA,2020,0.823899371069182,82.3899371069182,0.58,0.318,2022-05-25,21
"1005","pd","leaf",0,NA,2090,0.814714971398514,81.4714971398514,2.76,1.5209,2022-05-25,21
"1006","pd","stem",1,NA,2029,0.68141592920354,68.141592920354,0.57,0.339,2022-05-25,21
"1007","pd","stem",1,NA,2021,0.715686274509804,71.5686274509804,0.28,0.1632,2022-05-25,21
"1008","pd","stem",0,NA,2006,0.774622892635315,77.4622892635315,0.4,0.2254,2022-05-25,21
"1009","pd","stem",1,NA,2030,0.644648153141008,64.4648153141008,0.61,0.3709,2022-05-25,21
"1010","pd","stem",1,NA,2020,0.778444396828798,77.8444396828798,0.83,0.4667,2022-05-25,21
"1011","pd","stem",0,NA,2092,0.854882705946536,85.4882705946536,0.68,0.3666,2022-05-25,21
"1012","pd","leaf",0,NA,2013,0.862260830068699,86.2260830068699,3.28,1.7613,2022-05-25,21
"1013","pd","stem",1,NA,1478,0.838024124066628,83.8024124066628,0.32,0.1741,2022-05-25,21
"1014","pd","leaf",0,NA,2088,0.93671963677639,93.671963677639,2.73,1.4096,2022-05-25,21
"1015","pd","stem",0,NA,2022,0.733333333333334,73.3333333333334,0.13,0.075,2022-05-25,21
"1016","pd","stem",1,NA,2015,0.654135338345865,65.4135338345865,0.55,0.3325,2022-05-25,21
"1017","pd","stem",1,NA,2088,0.745108408249604,74.5108408249604,0.33,0.1891,2022-05-25,21
"1018","pd","leaf",1,NA,2093,0.582408549116317,58.2408549116317,0.77,0.4866,2022-05-25,21
"1019","pd","stem",1,NA,2087,0.895734597156398,89.5734597156398,0.4,0.211,2022-05-25,21
"1020","pd","stem",0,NA,2004,0.845207585853408,84.5207585853408,0.72,0.3902,2022-05-25,21
"1021","pd","leaf",0,NA,1478,0.731793960923624,73.1793960923624,1.95,1.126,2022-05-25,21
"1022","pd","stem",1,NA,2085,0.745423584504044,74.5423584504044,0.41,0.2349,2022-05-25,21
"1023","pd","stem",0,NA,2028,0.790510295434199,79.0510295434199,0.2,0.1117,2022-05-25,21
"1024","pd","stem",1,NA,2006,0.658767772511848,65.8767772511848,0.35,0.211,2022-05-25,21
"1025","pd","leaf",0,NA,2012,0.743375174337518,74.3375174337518,2.5,1.434,2022-05-25,21
"1026","pd","leaf",0,NA,2024,0.854582137037325,85.4582137037325,2.39,1.2887,2022-05-25,21
"1027","pd","stem",0,NA,2008,0.777777777777778,77.7777777777778,0.4,0.225,2022-05-25,21
"1028","pd","stem",0,NA,2030,0.777777777777778,77.7777777777778,0.32,0.18,2022-05-25,21
"1029","pd","stem",1,NA,2089,0.708217913204063,70.8217913204063,0.37,0.2166,2022-05-25,21
"1030","pd","stem",1,NA,2007,0.666666666666667,66.6666666666667,0.51,0.306,2022-05-25,21
"1031","pd","stem",0,NA,2024,0.704822211397954,70.4822211397954,0.35,0.2053,2022-05-25,21
"1032","pd","stem",1,NA,2092,0.95712954333644,95.712954333644,0.21,0.1073,2022-05-25,21
"1033","pd","leaf",1,NA,2029,0.5220700152207,52.20700152207,0.9,0.5913,2022-05-25,21
"1034","pd","stem",0,NA,2093,0.891252955082742,89.1252955082742,0.16,0.0846,2022-05-25,21
"1035","pd","stem",0,NA,2087,1.17687074829932,117.687074829932,0.32,0.147,2022-05-25,21
"1036","pd","stem",0,NA,2091,1.07407407407407,107.407407407407,0.28,0.135,2022-05-25,21
"1037","pd","stem",0,NA,2005,0.833333333333333,83.3333333333333,0.77,0.42,2022-05-25,21
"1038","pd","stem",0,NA,2013,0.843137254901961,84.3137254901961,0.47,0.255,2022-05-25,21
"1039","pd","stem",0,NA,2086,0.98019801980198,98.019801980198,0.44,0.2222,2022-05-25,21
"1040","pd","stem",1,NA,2091,0.739130434782609,73.9130434782609,0.4,0.23,2022-05-25,21
"1041","pd","leaf",1,NA,2091,0.625615763546798,62.5615763546798,1.32,0.812,2022-05-25,21
"1042","pd","stem",0,NA,2007,0.752577319587629,75.2577319587629,0.34,0.194,2022-05-25,21
"1043","pd","stem",0,NA,2021,0.818181818181818,81.8181818181818,0.2,0.11,2022-05-25,21
"1044","pd","stem",0,NA,2090,0.977011494252874,97.7011494252874,0.43,0.2175,2022-05-25,21
"1045","pd","stem",0,NA,2015,1.52293577981651,152.293577981651,0.44,0.1744,2022-05-25,21
"1046","pd","stem",1,NA,2031,0.632208922742111,63.2208922742111,0.45,0.2757,2022-05-25,21
"1047","pd","leaf",1,NA,2023,0.566892243623113,56.6892243623113,3.01,1.921,2022-05-25,21
"1048","pd","stem",1,NA,2093,0.778154106689246,77.8154106689246,0.21,0.1181,2022-05-25,21
"1049","pd","stem",0,NA,2026,0.707317073170732,70.7317073170732,0.42,0.246,2022-05-25,21
"1050","pd","leaf",0,NA,2085,0.909009812667261,90.9009812667261,2.14,1.121,2022-05-25,21
"1051","pd","leaf",0,NA,2007,0.878685762426285,87.8685762426285,2.23,1.187,2022-05-25,21
"1052","pd","stem",1,NA,2026,0.64257555847569,64.257555847569,0.25,0.1522,2022-05-25,21
"1053","pd","stem",1,NA,2013,0.738035264483627,73.8035264483627,0.69,0.397,2022-05-25,21
"1054","pd","stem",1,NA,2022,0.651785714285714,65.1785714285714,0.37,0.224,2022-05-25,21
"1055","pd","leaf",0,NA,2015,0.818181818181818,81.8181818181818,3,1.65,2022-05-25,21
"1056","pd","stem",0,NA,2023,0.764705882352941,76.4705882352941,0.18,0.102,2022-05-25,21
"1057","pd","leaf",0,NA,2025,0.792963464140731,79.2963464140731,2.65,1.478,2022-05-25,21
"1058","md","leaf",0,NA,2029,0.69527442254715,69.527442254715,0.8,0.4719,2022-05-23,21
"1059","md","stem",0,NA,2020,0.806981519507187,80.6981519507187,0.44,0.2435,2022-05-23,21
"1060","md","leaf",1,NA,2301,0.584203018244613,58.4203018244613,4.22,2.6638,2022-05-23,21
"1061","md","leaf",0,NA,2347,0.847755367599219,84.7755367599219,1.42,0.7685,2022-05-23,21
"1062","md","stem",1,NA,2331,0.44251166737378,44.251166737378,0.34,0.2357,2022-05-23,21
"1063","md","stem",0,NA,2347,0.616161616161616,61.6161616161616,0.08,0.0495,2022-05-23,21
"1064","md","leaf",0,NA,2030,0.737012987012987,73.7012987012987,2.14,1.232,2022-05-23,21
"1065","md","stem",0,NA,2030,0.671309192200557,67.1309192200557,0.12,0.0718,2022-05-23,21
"1066","md","stem",1,NA,2029,0.616994292961319,61.6994292961319,1.02,0.6308,2022-05-23,21
"1067","md","leaf",0,NA,2011,0.718262886971652,71.8262886971652,2.37,1.3793,2022-05-23,21
"1068","md","leaf",1,NA,2030,0.601307189542484,60.1307189542484,0.49,0.306,2022-05-23,21
"1069","md","stem",1,NA,2020,0.731301939058172,73.1301939058172,0.75,0.4332,2022-05-23,21
"1070","md","leaf",0,NA,2384,0.732066217044758,73.2066217044758,2.26,1.3048,2022-05-23,21
"1071","md","stem",0,NA,2384,0.652892561983471,65.2892561983471,0.22,0.1331,2022-05-23,21
"1072","md","stem",0,NA,2028,0.692524682651622,69.2524682651622,0.36,0.2127,2022-05-23,21
"1073","md","stem",0,NA,2021,0.656626506024096,65.6626506024096,0.11,0.0664,2022-05-23,21
"1074","md","stem",1,NA,2384,0.604124892580922,60.4124892580922,0.56,0.3491,2022-05-23,21
"1075","md","stem",0,NA,2029,0.739130434782609,73.9130434782609,0.04,0.023,2022-05-23,21
"1076","md","leaf",1,NA,2380,0.54987732631201,54.987732631201,2.59,1.6711,2022-05-23,21
"1077","md","stem",1,NA,2021,0.614601614601615,61.4601614601615,0.46,0.2849,2022-05-23,21
"1078","md","leaf",0,NA,2372,0.704167221408601,70.4167221408601,1.28,0.7511,2022-05-23,21
"1079","md","leaf",0,NA,2028,0.696586074504514,69.6586074504514,3.27,1.9274,2022-05-23,21
"1080","md","stem",1,NA,2371,0.596009975062344,59.6009975062344,0.32,0.2005,2022-05-23,21
"1081","md","stem",1,NA,2011,0.631617113850616,63.1617113850617,0.45,0.2758,2022-05-23,21
"1082","md","stem",1,NA,2025,0.564945226917058,56.4945226917058,0.1,0.0639,2022-05-23,21
"1083","md","stem",0,NA,2024,0.759259259259259,75.9259259259259,0.19,0.108,2022-05-23,21
"1084","md","leaf",0,NA,2383,0.715020723167072,71.5020723167072,2.4,1.3994,2022-05-23,21
"1085","md","leaf",0,NA,2027,0.735964095181641,73.5964095181641,2.05,1.1809,2022-05-23,21
