"","week","tree","plot","site","species","time","date_wp","mpa_mean","lwc_mean","mean_swc_per_dry_g_y0","mean_swc_g_y0","date_rwc","branch","year","lwm_g","ldm_g","l_cm","d_cm","area_cm2","lma_g_cm2","alas_cm2_per_mm2","sla_cm_g","leaf_count","lwa_g_cm2"
"2428",37,"2091","Low","PineNeedle","live oak","pd",2022-09-15,0.6045,0.690481051645022,0.778687383601915,0.480333333333333,"2022-09-15",2,0,4.1303,2.3783,130.3,0.412,107.117,0.0222028249484209,2.00869545187748,45.0393137955683,21,0.015330629919876
"2429",37,"2091","Low","PineNeedle","live oak","pd",2022-09-15,0.6045,0.690481051645022,0.778687383601915,0.480333333333333,"2022-09-15",1,0,3.549,2.02,79.66,0.35975,107.905,0.0187201705203651,2.65393383415048,53.4183168316832,11,0.0129259230278758
"2430",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,33.651,0.0223202876586134,4.77655122699022,44.8022899747038,14,0.0138919283653346
"2431",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,14.869,0.0438966978276952,0.855209712717365,22.780756856136,14,0.0273208746690035
"2432",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,33.651,0.0223202876586134,4.77655122699022,44.8022899747038,15,0.0138919283653346
"2433",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,14.869,0.0505144932409711,2.11056254477185,19.796298761816,14,0.0314397256992316
"2434",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,61.783,0.0105643947364162,3.55352893138859,94.6575762218477,15,0.00657517578384691
"2435",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,33.651,0.0193961546462215,1.93548066733822,51.5566110004596,15,0.0120719766263532
"2436",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,33.651,0.0193961546462215,1.93548066733822,51.5566110004596,14,0.0120719766263532
"2437",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,14.869,0.0438966978276952,0.855209712717365,22.780756856136,15,0.0273208746690035
"2438",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,15.727,0.0415018757550709,0.904558689347367,24.0952964608549,15,0.0258303608732379
"2439",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,15.727,0.0415018757550709,0.904558689347367,24.0952964608549,14,0.0258303608732379
"2440",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,14.869,0.0505144932409711,2.11056254477185,19.796298761816,15,0.0314397256992316
"2441",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,15.727,0.047758631652572,2.23235033570697,20.9386233524165,14,0.0297245044459767
"2442",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,61.783,0.0105643947364162,3.55352893138859,94.6575762218477,14,0.00657517578384691
"2443",37,"2092","Low","PineNeedle","live oak","pd",2022-09-15,1.368875,0.622390202931534,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,15.727,0.047758631652572,2.23235033570697,20.9386233524165,15,0.0297245044459767
"2444",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,33.651,0.0223202876586134,4.77655122699022,44.8022899747038,14,0.0126352569032512
"2445",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,14.869,0.0438966978276952,0.855209712717365,22.780756856136,14,0.0248494133561617
"2446",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,33.651,0.0223202876586134,4.77655122699022,44.8022899747038,15,0.0126352569032512
"2447",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,14.869,0.0505144932409711,2.11056254477185,19.796298761816,14,0.0285956708622844
"2448",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,61.783,0.0105643947364162,3.55352893138859,94.6575762218477,15,0.00598038177480487
"2449",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,33.651,0.0193961546462215,1.93548066733822,51.5566110004596,15,0.0109799389971403
"2450",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,33.651,0.0193961546462215,1.93548066733822,51.5566110004596,14,0.0109799389971403
"2451",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,14.869,0.0438966978276952,0.855209712717365,22.780756856136,15,0.0248494133561617
"2452",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,15.727,0.0415018757550709,0.904558689347367,24.0952964608549,15,0.0234937322561689
"2453",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,15.727,0.0415018757550709,0.904558689347367,24.0952964608549,14,0.0234937322561689
"2454",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,14.869,0.0505144932409711,2.11056254477185,19.796298761816,15,0.0285956708622844
"2455",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,15.727,0.047758631652572,2.23235033570697,20.9386233524165,14,0.0270356094646981
"2456",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.0477,0.6527,49.73,0.23525,61.783,0.0105643947364162,3.55352893138859,94.6575762218477,14,0.00598038177480487
"2457",37,"2092","Low","PineNeedle","live oak","md",2022-09-15,3.0824,0.566088443684339,0.746925603633416,0.312833333333333,"2022-09-15",1,0,1.1901,0.7511,20.41,0.14975,15.727,0.047758631652572,2.23235033570697,20.9386233524165,15,0.0270356094646981
"2458",37,"2093","Low","PineNeedle","live oak","md",2022-09-15,2.20625,0.584232453797671,0.82746399952755,0.41265,"2022-09-15",1,0,1.5379,0.0497,10.22,0.0965,52.43,0.00094793057409879,17.9215413381472,1054.92957746479,12,0.000553811805335571
"2459",37,"2093","Low","PineNeedle","live oak","md",2022-09-15,2.20625,0.584232453797671,0.82746399952755,0.41265,"2022-09-15",2,0,1.0213,0.7538,22.38,0.14025,40.755,0.0184958900748374,6.59515922301741,54.0660652693022,12,0.0108058992435942
"2460",37,"2093","Low","PineNeedle","live oak","md",2022-09-15,2.20625,0.584232453797671,0.82746399952755,0.41265,"2022-09-15",4,0,18709,1.2427,17.80333333,0.15685,64.001,0.0194168841111858,8.28071506429987,51.5015691639173,22,0.0113439738493831
"2461",37,"2093","Low","PineNeedle","live oak","pd",2022-09-15,1.22122222222222,NA,0.82746399952755,0.41265,"2022-09-15",1,0,1.5379,0.0497,10.22,0.0965,52.43,0.00094793057409879,17.9215413381472,1054.92957746479,12,NA
"2462",37,"2093","Low","PineNeedle","live oak","pd",2022-09-15,1.22122222222222,NA,0.82746399952755,0.41265,"2022-09-15",2,0,1.0213,0.7538,22.38,0.14025,40.755,0.0184958900748374,6.59515922301741,54.0660652693022,12,NA
"2463",37,"2093","Low","PineNeedle","live oak","pd",2022-09-15,1.22122222222222,NA,0.82746399952755,0.41265,"2022-09-15",4,0,18709,1.2427,17.80333333,0.15685,64.001,0.0194168841111858,8.28071506429987,51.5015691639173,22,NA
"2464",37,"2301","Hobbiton","LL","live oak","pd",2022-09-15,1.33125,0.680027564028942,NA,NA,NA,2,0,3.5536,2.253,65.36,0.2785,NA,NA,NA,NA,11,NA
"2465",37,"2301","Hobbiton","LL","live oak","pd",2022-09-15,1.33125,0.680027564028942,NA,NA,NA,1,0,0.9142,0.5511,25.6,0.136,29.66,0.0185805799055968,5.10438539371282,53.819633460352,5,0.0126353064914481
"2466",37,"2301","Hobbiton","LL","live oak","pd",2022-09-15,1.33125,0.680027564028942,NA,NA,NA,2,0,3.5536,2.253,65.36,0.2785,110.046,0.0204732566381331,4.51620855957395,48.844207723036,11,0.013922378839369
"2467",37,"2301","Hobbiton","LL","live oak","md",2022-09-15,4.946,0.548910675381263,NA,NA,NA,2,0,3.5536,2.253,65.36,0.2785,NA,NA,NA,NA,11,NA
"2468",37,"2301","Hobbiton","LL","live oak","md",2022-09-15,4.946,0.548910675381263,NA,NA,NA,1,0,0.9142,0.5511,25.6,0.136,29.66,0.0185805799055968,5.10438539371282,53.819633460352,5,0.0101990786649567
"2469",37,"2301","Hobbiton","LL","live oak","md",2022-09-15,4.946,0.548910675381263,NA,NA,NA,2,0,3.5536,2.253,65.36,0.2785,110.046,0.0204732566381331,4.51620855957395,48.844207723036,11,0.0112379891284916
"2470",37,"2331","Ridge","LL","live oak","md",2022-09-15,4.2825,0.540139460039335,0.623375946837647,0.26705,"2022-09-12",1,0,0.4807,0.3268,16.36,0.1225,19.909,0.016414686825054,4.22306140710243,60.921052631579,10,0.00886622007839945
"2471",37,"2331","Ridge","LL","live oak","md",2022-09-15,4.2825,0.540139460039335,0.623375946837647,0.26705,"2022-09-12",2,0,0.2632,0.1625,27.01,0.14675,9.189,0.0176841876156274,1.35819509898701,56.5476923076923,3,0.00955192754993928
"2472",37,"2331","Ridge","LL","live oak","md",2022-09-15,4.2825,0.540139460039335,0.623375946837647,0.26705,"2022-09-12",3,0,0.3055,0.2063,23.95,0.112,12.177,0.0169417754783608,3.08997088971621,59.0256907416384,5,0.00915092145898945
"2473",37,"2331","Ridge","LL","live oak","pd",2022-09-15,1.81166666666667,0.57259842519685,0.623375946837647,0.26705,"2022-09-12",1,0,0.4807,0.3268,16.36,0.1225,19.909,0.016414686825054,4.22306140710243,60.921052631579,10,0.0093990238261254
"2474",37,"2331","Ridge","LL","live oak","pd",2022-09-15,1.81166666666667,0.57259842519685,0.623375946837647,0.26705,"2022-09-12",2,0,0.2632,0.1625,27.01,0.14675,9.189,0.0176841876156274,1.35819509898701,56.5476923076923,3,0.0101259379795939
"2475",37,"2331","Ridge","LL","live oak","pd",2022-09-15,1.81166666666667,0.57259842519685,0.623375946837647,0.26705,"2022-09-12",3,0,0.3055,0.2063,23.95,0.112,12.177,0.0169417754783608,3.08997088971621,59.0256907416384,5,0.009700833958948
"2476",37,"2343","Hobbiton","LL","blue oak","pd",2022-09-15,2.38916666666667,0.744446170576355,NA,NA,NA,3,0,0.4973,0.299,17.96,0.09025,23.314,0.0128249120700009,9.11113534916263,77.9732441471572,5,0.00954745667849064
"2477",37,"2343","Hobbiton","LL","blue oak","pd",2022-09-15,2.38916666666667,0.744446170576355,NA,NA,NA,2,0,0.5117,0.2935,10.48,0.09375,21.371,0.0137335641757522,7.73984776833,72.8143100511073,3,0.0102238992590033
"2478",37,"2343","Hobbiton","LL","blue oak","pd",2022-09-15,2.38916666666667,0.744446170576355,NA,NA,NA,1,0,0.3545,0.2033,17.41,0.112,14.461,0.0140585021782726,3.6695466072256,71.1313330054107,3,0.0104657981106544
"2479",37,"2343","Hobbiton","LL","blue oak","md",2022-09-15,2.989,0.625556104794859,NA,NA,NA,3,0,0.4973,0.299,17.96,0.09025,23.314,0.0128249120700009,9.11113534916263,77.9732441471572,5,0.00802270203884634
"2480",37,"2343","Hobbiton","LL","blue oak","md",2022-09-15,2.989,0.625556104794859,NA,NA,NA,2,0,0.5117,0.2935,10.48,0.09375,21.371,0.0137335641757522,7.73984776833,72.8143100511073,3,0.00859111491073376
"2481",37,"2343","Hobbiton","LL","blue oak","md",2022-09-15,2.989,0.625556104794859,NA,NA,NA,1,0,0.3545,0.2033,17.41,0.112,14.461,0.0140585021782726,3.6695466072256,71.1313330054107,3,0.00879438186189025
"2482",37,"2345","Hobbiton","LL","live oak","md",2022-09-15,3.51366666666667,0.542327735958309,NA,NA,NA,1,0,0.1644,0.0963,23.92,0.09175,5.702,0.0168888109435286,2.15608160550005,59.2107995846314,2,0.00915927060203178
"2483",37,"2345","Hobbiton","LL","live oak","md",2022-09-15,3.51366666666667,0.542327735958309,NA,NA,NA,2,0,0.9982,0.6239,57.41,0.16,37.995,0.016420581655481,4.72429067404419,60.8991825613079,7,0.00890533687233555
"2484",37,"2345","Hobbiton","LL","live oak","md",2022-09-15,3.51366666666667,0.542327735958309,NA,NA,NA,3,0,NA,NA,NA,NA,29.041,NA,NA,NA,4,NA
"2485",37,"2345","Hobbiton","LL","live oak","md",2022-09-15,3.51366666666667,0.542327735958309,NA,NA,NA,3,0,0.8473,0.5266,53.86,0.17975,NA,NA,NA,NA,4,NA
"2486",37,"2345","Hobbiton","LL","live oak","md",2022-09-15,3.51366666666667,0.542327735958309,NA,NA,NA,3,0,0.8473,0.5266,53.86,0.17975,29.041,0.0181329844013636,2.8610397781383,55.1481200151918,4,0.00983402037655885
"2487",37,"2345","Hobbiton","LL","live oak","pd",2022-09-15,0.321,0.708213699753897,NA,NA,NA,1,0,0.1644,0.0963,23.92,0.09175,5.702,0.0168888109435286,2.15608160550005,59.2107995846314,2,0.0119608872827605
"2488",37,"2345","Hobbiton","LL","live oak","pd",2022-09-15,0.321,0.708213699753897,NA,NA,NA,2,0,0.9982,0.6239,57.41,0.16,37.995,0.016420581655481,4.72429067404419,60.8991825613079,7,0.0116292808863392
"2489",37,"2345","Hobbiton","LL","live oak","pd",2022-09-15,0.321,0.708213699753897,NA,NA,NA,3,0,NA,NA,NA,NA,29.041,NA,NA,NA,4,NA
"2490",37,"2345","Hobbiton","LL","live oak","pd",2022-09-15,0.321,0.708213699753897,NA,NA,NA,3,0,0.8473,0.5266,53.86,0.17975,NA,NA,NA,NA,4,NA
"2491",37,"2345","Hobbiton","LL","live oak","pd",2022-09-15,0.321,0.708213699753897,NA,NA,NA,3,0,0.8473,0.5266,53.86,0.17975,29.041,0.0181329844013636,2.8610397781383,55.1481200151918,4,0.0128420279704694
"2492",37,"2346","Hobbiton","LL","blue oak","md",NA,NA,0.535292574127526,0.678605391264193,0.175733333333333,"2022-09-12",3,0,0.3898,0.2394,16.11,0.0935,19.517,0.0122662294410002,7.10624158385889,81.5246449456976,6,0.00656602153231184
"2493",37,"2346","Hobbiton","LL","blue oak","md",NA,NA,0.535292574127526,0.678605391264193,0.175733333333333,"2022-09-12",1,0,0.5545,0.3307,15.03,0.1045,26.284,0.0125817988129661,7.66141530501111,79.479891140006,7,0.00673494347374727
"2494",37,"2346","Hobbiton","LL","blue oak","md",NA,NA,0.535292574127526,0.678605391264193,0.175733333333333,"2022-09-12",2,0,0.3709,0.2184,9.46,0.08775,18.072,0.0120849933598938,7.47071372876969,82.7472527472527,6,0.00646900720393161
"2495",37,"2346","Hobbiton","LL","blue oak","pd",2022-09-15,3.06666666666667,0.929184023523646,0.678605391264193,0.175733333333333,"2022-09-12",3,0,0.3898,0.2394,16.11,0.0935,19.517,0.0122662294410002,7.10624158385889,81.5246449456976,6,0.0113975844254528
"2496",37,"2346","Hobbiton","LL","blue oak","pd",2022-09-15,3.06666666666667,0.929184023523646,0.678605391264193,0.175733333333333,"2022-09-12",1,0,0.5545,0.3307,15.03,0.1045,26.284,0.0125817988129661,7.66141530501111,79.479891140006,7,0.0116908064441969
"2497",37,"2346","Hobbiton","LL","blue oak","pd",2022-09-15,3.06666666666667,0.929184023523646,0.678605391264193,0.175733333333333,"2022-09-12",2,0,0.3709,0.2184,9.46,0.08775,18.072,0.0120849933598938,7.47071372876969,82.7472527472527,6,0.0112291827544027
"2498",37,"2347","Hobbiton","LL","blue oak","md",2022-09-15,3.5525,0.622602168473728,0.873597511071738,0.269925,"2022-09-12",7,0,0.2855,0.1691,9.17,0.07975,15.486,0.0109195402298851,7.7504692720271,91.578947368421,6,0.00679852942586257
"2499",37,"2347","Hobbiton","LL","blue oak","md",2022-09-15,3.5525,0.622602168473728,0.873597511071738,0.269925,"2022-09-12",1,0,0.396,0.2372,23.03,0.087,2.153,0.110171853228054,0.905431609134234,9.07672849915683,8,0.0685932347245557
"2500",37,"2347","Hobbiton","LL","blue oak","md",2022-09-15,3.5525,0.622602168473728,0.873597511071738,0.269925,"2022-09-12",2,0,0.3482,0.2099,15.06,0.09375,2.015,0.104168734491315,0.729764318617985,9.59980943306336,6,0.0648556799814567
"2501",37,"2347","Hobbiton","LL","blue oak","pd",2022-09-15,2.62333333333333,0.739592143595527,0.873597511071738,0.269925,"2022-09-12",7,0,0.2855,0.1691,9.17,0.07975,15.486,0.0109195402298851,7.7504692720271,91.578947368421,6,0.00807600616569832
"2502",37,"2347","Hobbiton","LL","blue oak","pd",2022-09-15,2.62333333333333,0.739592143595527,0.873597511071738,0.269925,"2022-09-12",1,0,0.396,0.2372,23.03,0.087,2.153,0.110171853228054,0.905431609134234,9.07672849915683,8,0.0814822370928282
"2503",37,"2347","Hobbiton","LL","blue oak","pd",2022-09-15,2.62333333333333,0.739592143595527,0.873597511071738,0.269925,"2022-09-12",2,0,0.3482,0.2099,15.06,0.09375,2.015,0.104168734491315,0.729764318617985,9.59980943306336,6,0.077042377638065
"2504",37,"2352","MiddleEarth","LL","live oak","md",2022-09-15,5.033,0.547684865238424,NA,NA,NA,2,0,0.2312,0.1904,22.95,0.07125,12.657,0.0150430591767401,7.93617379758102,66.4758403361345,5,0.00823885583798654
"2505",37,"2352","MiddleEarth","LL","live oak","md",2022-09-15,5.033,0.547684865238424,NA,NA,NA,3,0,0.057,0.0404,6.28,0.05275,3.436,0.0117578579743888,3.93059551736036,85.049504950495,2,0.00643960086019566
"2506",37,"2352","MiddleEarth","LL","live oak","md",2022-09-15,5.033,0.547684865238424,NA,NA,NA,1,0,0.1837,0.1163,12.59,0.07625,9.131,0.0127368305771547,4.99906488921334,78.512467755804,2,0.00697576933821361
"2507",37,"2352","MiddleEarth","LL","live oak","pd",2022-09-15,1.002,0.657544956997655,NA,NA,NA,2,0,0.2312,0.1904,22.95,0.07125,12.657,0.0150430591767401,7.93617379758102,66.4758403361345,5,0.00989148769948275
"2508",37,"2352","MiddleEarth","LL","live oak","pd",2022-09-15,1.002,0.657544956997655,NA,NA,NA,3,0,0.057,0.0404,6.28,0.05275,3.436,0.0117578579743888,3.93059551736036,85.049504950495,2,0.00773132021615402
"2509",37,"2352","MiddleEarth","LL","live oak","pd",2022-09-15,1.002,0.657544956997655,NA,NA,NA,1,0,0.1837,0.1163,12.59,0.07625,9.131,0.0127368305771547,4.99906488921334,78.512467755804,2,0.0083750387141416
"2510",37,"2354","MiddleEarth","LL","live oak","md",2022-09-15,4.433,0.477956787810666,NA,NA,NA,3,0,NA,NA,NA,NA,13.467,NA,NA,NA,3,NA
"2511",37,"2354","MiddleEarth","LL","live oak","md",2022-09-15,4.433,0.477956787810666,NA,NA,NA,3,0,0.2422,0.1418,21.86,0.1045,NA,NA,NA,NA,3,NA
"2512",37,"2354","MiddleEarth","LL","live oak","md",2022-09-15,4.433,0.477956787810666,NA,NA,NA,3,0,0.2422,0.1418,21.86,0.1045,13.467,0.0105294423405361,3.92544056888543,94.9717912552891,3,0.00503261843852025
"2513",37,"2354","MiddleEarth","LL","live oak","pd",2022-09-15,1.74375,0.643332783005889,NA,NA,NA,3,0,NA,NA,NA,NA,13.467,NA,NA,NA,3,NA
"2514",37,"2354","MiddleEarth","LL","live oak","pd",2022-09-15,1.74375,0.643332783005889,NA,NA,NA,3,0,0.2422,0.1418,21.86,0.1045,NA,NA,NA,NA,3,NA
"2515",37,"2354","MiddleEarth","LL","live oak","pd",2022-09-15,1.74375,0.643332783005889,NA,NA,NA,3,0,0.2422,0.1418,21.86,0.1045,13.467,0.0105294423405361,3.92544056888543,94.9717912552891,3,0.00677393544443713
"2516",37,"2360","MiddleEarth","LL","blue oak","pd",2022-09-15,2.67333333333333,0.768909226261355,0.778538186542197,0.3366,"2022-09-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2517",37,"2365","MiddleEarth","LL","blue oak","pd",2022-09-15,2.48333333333333,NA,NA,NA,NA,3,0,0.0699,0.0535,9.51,0.123,4.997,0.0107064238543126,1.05135468389213,93.4018691588785,2,NA
"2518",37,"2365","MiddleEarth","LL","blue oak","pd",2022-09-15,2.48333333333333,NA,NA,NA,NA,7,0,1.1325,0.7121,14.87,0.15375,43.177,0.0164925770664937,5.81396405029071,60.6333380143238,7,NA
"2519",37,"2365","MiddleEarth","LL","blue oak","pd",2022-09-15,2.48333333333333,NA,NA,NA,NA,2,0,0.1151,0.0943,18.09,0.1405,0.644,0.146428571428571,0.10384446331853,6.82926829268293,3,NA
"2520",37,"2365","MiddleEarth","LL","blue oak","md",2022-09-15,4.308,0.535108250438853,NA,NA,NA,3,0,0.0699,0.0535,9.51,0.123,4.997,0.0107064238543126,1.05135468389213,93.4018691588785,2,0.00572909573713802
"2521",37,"2365","MiddleEarth","LL","blue oak","md",2022-09-15,4.308,0.535108250438853,NA,NA,NA,7,0,1.1325,0.7121,14.87,0.15375,43.177,0.0164925770664937,5.81396405029071,60.6333380143238,7,0.0088253140592794
"2522",37,"2365","MiddleEarth","LL","blue oak","md",2022-09-15,4.308,0.535108250438853,NA,NA,NA,2,0,0.1151,0.0943,18.09,0.1405,0.644,0.146428571428571,0.10384446331853,6.82926829268293,3,0.0783551366714032
"2523",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.8383,0.5229,42.85,0.1545,19.483,0.0268387825283581,2.59805888606897,37.259514247466,8,0.017095360956107
"2524",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.8383,0.5229,42.85,0.1545,19.483,0.0268387825283581,2.59805888606897,37.259514247466,4,0.017095360956107
"2525",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,15.544,0.012892434379825,2.44516609268731,77.564870259481,7,0.00821202746783144
"2526",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,15.544,0.012892434379825,2.44516609268731,77.564870259481,8,0.00821202746783144
"2527",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.2838,0.1747,15.5,0.13475,12.468,0.0140118703881938,2.18569406600666,71.3680595306239,8,0.00892506885151223
"2528",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.8383,0.5229,42.85,0.1545,19.483,0.0268387825283581,2.59805888606897,37.259514247466,7,0.017095360956107
"2529",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,12.468,0.0160731472569779,1.9612925143866,62.2155688622755,7,0.0102380297529654
"2530",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,12.468,0.0160731472569779,1.9612925143866,62.2155688622755,4,0.0102380297529654
"2531",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,12.468,0.0160731472569779,1.9612925143866,62.2155688622755,8,0.0102380297529654
"2532",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.2838,0.1747,15.5,0.13475,19.483,0.00896679156187445,3.41545376066793,111.522610188895,4,0.0057115309983398
"2533",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,15.544,0.012892434379825,2.44516609268731,77.564870259481,4,0.00821202746783144
"2534",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,19.483,0.0102858902633065,3.06479483941243,97.2205588822355,8,0.00655175049838179
"2535",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,19.483,0.0102858902633065,3.06479483941243,97.2205588822355,7,0.00655175049838179
"2536",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.2838,0.1747,15.5,0.13475,12.468,0.0140118703881938,2.18569406600666,71.3680595306239,7,0.00892506885151223
"2537",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.3244,0.2004,11.8,0.14225,19.483,0.0102858902633065,3.06479483941243,97.2205588822355,4,0.00655175049838179
"2538",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.2838,0.1747,15.5,0.13475,12.468,0.0140118703881938,2.18569406600666,71.3680595306239,4,0.00892506885151223
"2539",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.8383,0.5229,42.85,0.1545,4.056,0.128920118343195,0.540867774054086,7.75674125071715,8,0.0821175832119898
"2540",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.2838,0.1747,15.5,0.13475,19.483,0.00896679156187445,3.41545376066793,111.522610188895,8,0.0057115309983398
"2541",37,"2367","MiddleEarth","LL","blue oak","md",NA,NA,0.636964845109641,NA,NA,NA,1,0,0.8383,0.5229,42.85,0.1545,12.468,0.041939364773821,1.66260833503608,23.8439472174412,7,0.0267139009871536
