"","tree","plot","site","species","date","time","week","lwc_bulk","rep","lwc_leaf"
"5755",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",-0.88671764372699
"5756",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",-0.88671764372699
"5757",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",-0.88671764372699
"5758",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",-0.88671764372699
"5759",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",-0.872557349192863
"5760",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",-0.872557349192863
"5761",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",-0.872557349192863
"5762",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",-0.872557349192863
"5763",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",0.743132257150949
"5764",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",0.743132257150949
"5765",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",0.743132257150949
"5766",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",0.743132257150949
"5767",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",-0.915038232795242
"5768",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",-0.915038232795242
"5769",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",-0.915038232795242
"5770",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",-0.915038232795242
"5771",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",NA
"5772",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",NA
"5773",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"3",NA
"5774",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"3",NA
"5775",2380,"MiddleEarth","LL","live oak",2022-03-25,"MD",13,0.755165936130244,"4",0.755165936130244
"5776",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",NA
"5777",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",NA
"5778",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",NA
"5779",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",NA
"5780",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",-0.88671764372699
"5781",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",-0.88671764372699
"5782",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",-0.88671764372699
"5783",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",-0.88671764372699
"5784",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",-0.872557349192863
"5785",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",-0.872557349192863
"5786",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",-0.872557349192863
"5787",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",-0.872557349192863
"5788",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",-0.915038232795242
"5789",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",-0.915038232795242
"5790",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",-0.915038232795242
"5791",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",-0.915038232795242
"5792",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",0.743132257150949
"5793",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",0.743132257150949
"5794",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"4",0.743132257150949
"5795",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.619944082013048,"4",0.743132257150949
"5796",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",NA
"5797",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",NA
"5798",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",NA
"5799",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",NA
"5800",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",-0.88671764372699
"5801",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",-0.88671764372699
"5802",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",-0.88671764372699
"5803",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",-0.88671764372699
"5804",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",-0.872557349192863
"5805",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",-0.872557349192863
"5806",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",-0.872557349192863
"5807",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",-0.872557349192863
"5808",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",-0.915038232795242
"5809",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",-0.915038232795242
"5810",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",-0.915038232795242
"5811",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",-0.915038232795242
"5812",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",0.743132257150949
"5813",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",0.743132257150949
"5814",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.743132257150949,"4",0.743132257150949
"5815",2380,"MiddleEarth","LL","live oak",2022-03-25,"PD",13,0.743132257150949,"4",0.743132257150949
"5816",2380,"MiddleEarth","LL","live oak",NA,"MD",13,NA,"5",NA
"5817",2380,"MiddleEarth","LL","live oak",2022-03-30,"PD",13,0.619944082013048,"5",NA
"5818",2380,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"1",NA
"5819",2380,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"1",NA
"5820",2380,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"2",0.546086956521739
"5821",2380,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"2",NA
"5822",2380,"MiddleEarth","LL","live oak",2022-04-06,"MD",14,NA,"3",0.571269487750557
"5823",2380,"MiddleEarth","LL","live oak",NA,"PD",14,NA,"3",NA
"5824",2380,"MiddleEarth","LL","live oak",2022-04-13,"MD",15,0.529479056670186,"1",0.572301425661915
"5825",2380,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.710814542107685,"1",0.504
"5826",2380,"MiddleEarth","LL","live oak",2022-04-13,"MD",15,0.529479056670186,"2",0.554123711340206
"5827",2380,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.710814542107685,"2",0.553191489361702
"5828",2380,"MiddleEarth","LL","live oak",2022-04-13,"MD",15,0.529479056670186,"3",0.559922680412371
"5829",2380,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.710814542107685,"3",0.563333333333333
"5830",2380,"MiddleEarth","LL","live oak",NA,"MD",15,NA,"4",NA
"5831",2380,"MiddleEarth","LL","live oak",2022-04-11,"PD",15,0.710814542107685,"4",0.53578947368421
"5832",2380,"MiddleEarth","LL","live oak",2022-04-25,"MD",17,0.582315299592786,"1",NA
"5833",2380,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.587768303440165,"1",NA
"5834",2380,"MiddleEarth","LL","live oak",2022-04-25,"MD",17,0.582315299592786,"2",NA
"5835",2380,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.587768303440165,"2",NA
"5836",2380,"MiddleEarth","LL","live oak",2022-04-25,"MD",17,0.582315299592786,"3",NA
"5837",2380,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.587768303440165,"3",NA
"5838",2380,"MiddleEarth","LL","live oak",2022-04-25,"MD",17,0.582315299592786,"4",NA
"5839",2380,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.587768303440165,"4",NA
"5840",2380,"MiddleEarth","LL","live oak",2022-04-25,"MD",17,0.582315299592786,"5",NA
"5841",2380,"MiddleEarth","LL","live oak",2022-04-25,"PD",17,0.587768303440165,"5",NA
"5842",2380,"MiddleEarth","LL","live oak",2022-04-25,"MD",17,0.582315299592786,"6",NA
"5843",2380,"MiddleEarth","LL","live oak",NA,"PD",17,NA,"6",NA
"5844",2380,"MiddleEarth","LL","live oak",2022-05-04,"MD",18,0.562142221091464,"1",NA
"5845",2380,"MiddleEarth","LL","live oak",NA,"PD",18,NA,"1",NA
"5846",2380,"MiddleEarth","LL","live oak",2022-05-04,"MD",18,0.562142221091464,"2",NA
"5847",2380,"MiddleEarth","LL","live oak",NA,"PD",18,NA,"2",NA
"5848",2380,"MiddleEarth","LL","live oak",2022-05-04,"MD",18,0.562142221091464,"3",NA
"5849",2380,"MiddleEarth","LL","live oak",NA,"PD",18,NA,"3",NA
"5850",2380,"MiddleEarth","LL","live oak",2022-05-04,"MD",18,0.562142221091464,"4",NA
"5851",2380,"MiddleEarth","LL","live oak",NA,"PD",18,NA,"4",NA
"5852",2380,"MiddleEarth","LL","live oak",2022-05-04,"MD",18,0.562142221091464,"5",NA
"5853",2380,"MiddleEarth","LL","live oak",NA,"PD",18,NA,"5",NA
"5854",2380,"MiddleEarth","LL","live oak",2022-05-09,"MD",19,0.594702467343977,"1",NA
"5855",2380,"MiddleEarth","LL","live oak",2022-05-09,"PD",19,0.56686626746507,"1",NA
"5856",2380,"MiddleEarth","LL","live oak",2022-05-09,"MD",19,0.594702467343977,"2",NA
"5857",2380,"MiddleEarth","LL","live oak",2022-05-09,"PD",19,0.56686626746507,"2",NA
"5858",2380,"MiddleEarth","LL","live oak",2022-05-09,"MD",19,0.594702467343977,"3",NA
"5859",2380,"MiddleEarth","LL","live oak",2022-05-09,"PD",19,0.56686626746507,"3",NA
"5860",2380,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,0.567164179104478,"1",NA
"5861",2380,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,NA,"1",NA
"5862",2380,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.621621621621622,"1",NA
"5863",2380,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,0.567164179104478,"2",NA
"5864",2380,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,NA,"2",NA
"5865",2380,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.621621621621622,"2",NA
"5866",2380,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,0.567164179104478,"3",NA
"5867",2380,"MiddleEarth","LL","live oak",2022-05-23,"MD",21,NA,"3",NA
"5868",2380,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.621621621621622,"3",NA
"5869",2380,"MiddleEarth","LL","live oak",NA,"MD",21,NA,"4",NA
"5870",2380,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.621621621621622,"4",NA
"5871",2380,"MiddleEarth","LL","live oak",NA,"MD",21,NA,"5",NA
"5872",2380,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.621621621621622,"5",NA
"5873",2380,"MiddleEarth","LL","live oak",NA,"MD",21,NA,"6",NA
"5874",2380,"MiddleEarth","LL","live oak",2022-05-23,"PD",21,0.621621621621622,"6",NA
"5875",2380,"MiddleEarth","LL","live oak",2022-07-19,"MD",29,0.49437984496124,"1",NA
"5876",2380,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.524926686217009,"1",NA
"5877",2380,"MiddleEarth","LL","live oak",2022-07-19,"MD",29,0.49437984496124,"2",NA
"5878",2380,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.524926686217009,"2",NA
"5879",2380,"MiddleEarth","LL","live oak",2022-07-19,"MD",29,0.49437984496124,"3",NA
"5880",2380,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.524926686217009,"3",NA
"5881",2380,"MiddleEarth","LL","live oak",NA,"MD",29,NA,"4",NA
"5882",2380,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.524926686217009,"4",NA
"5883",2380,"MiddleEarth","LL","live oak",NA,"MD",29,NA,"5",NA
"5884",2380,"MiddleEarth","LL","live oak",2022-07-19,"PD",29,0.524926686217009,"5",NA
"5885",2380,"MiddleEarth","LL","live oak",2022-08-18,"MD",33,NA,"1",NA
"5886",2380,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"1",NA
"5887",2380,"MiddleEarth","LL","live oak",2022-08-18,"MD",33,NA,"2",NA
"5888",2380,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"2",NA
"5889",2380,"MiddleEarth","LL","live oak",NA,"MD",33,NA,"3",NA
"5890",2380,"MiddleEarth","LL","live oak",2022-08-18,"PD",33,NA,"3",NA
"5891",2380,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"1",0.65648854961832
"5892",2380,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"1",NA
"5893",2380,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"2",0.649484536082474
"5894",2380,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"2",NA
"5895",2380,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"3",0.657142857142857
"5896",2380,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"3",NA
"5897",2380,"MiddleEarth","LL","live oak",2022-02-28,"MD",9,NA,"4",0.687022900763359
"5898",2380,"MiddleEarth","LL","live oak",NA,"PD",9,NA,"4",NA
"5899",2380,"MiddleEarth","LL","live oak",NA,"MD",NA,NA,NA,NA
"5900",2380,"MiddleEarth","LL","live oak",NA,"PD",NA,NA,NA,0.710814542107685
"5901",2381,"Weathertop","LL","blue oak",2022-03-08,"MD",10,1.80352112676056,"1",1.74146341463415
"5902",2381,"Weathertop","LL","blue oak",2022-03-08,"PD",10,1.91173708920188,"1",NA
"5903",2381,"Weathertop","LL","blue oak",2022-03-08,"MD",10,1.80352112676056,"2",1.85652173913043
"5904",2381,"Weathertop","LL","blue oak",2022-03-08,"PD",10,1.91173708920188,"2",NA
"5905",2381,"Weathertop","LL","blue oak",2022-03-08,"MD",10,1.80352112676056,"3",1.77254901960784
"5906",2381,"Weathertop","LL","blue oak",NA,"PD",10,NA,"3",NA
"5907",2381,"Weathertop","LL","blue oak",2022-03-15,"MD",11,1.06422018348624,"1",1.28771929824561
"5908",2381,"Weathertop","LL","blue oak",2022-03-15,"PD",11,1.50333333333333,"1",1.44827586206897
"5909",2381,"Weathertop","LL","blue oak",2022-03-15,"MD",11,1.06422018348624,"2",1.445
"5910",2381,"Weathertop","LL","blue oak",2022-03-15,"PD",11,1.50333333333333,"2",1.66590909090909
"5911",2381,"Weathertop","LL","blue oak",2022-03-15,"MD",11,1.06422018348624,"3",1.1741935483871
"5912",2381,"Weathertop","LL","blue oak",2022-03-15,"PD",11,1.50333333333333,"3",1.54736842105263
"5913",2381,"Weathertop","LL","blue oak",2022-03-15,"MD",11,1.06422018348624,"4",1.31940298507463
"5914",2381,"Weathertop","LL","blue oak",2022-03-15,"PD",11,1.50333333333333,"4",1.25714285714286
"5915",2381,"Weathertop","LL","blue oak",NA,"MD",11,NA,"5",NA
"5916",2381,"Weathertop","LL","blue oak",2022-03-15,"PD",11,1.50333333333333,"5",1.56666666666667
"5917",2381,"Weathertop","LL","blue oak",2022-03-25,"MD",13,1.19469026548673,"1",1.19469026548673
"5918",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",NA
"5919",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",NA
"5920",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",NA
"5921",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",NA
"5922",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",-0.115596330275229
"5923",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",-0.115596330275229
"5924",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",-0.115596330275229
"5925",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",-0.115596330275229
"5926",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",-0.225688073394496
"5927",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",-0.225688073394496
"5928",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",-0.225688073394496
"5929",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",-0.225688073394496
"5930",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",-0.251376146788991
"5931",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",-0.251376146788991
"5932",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",-0.251376146788991
"5933",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",-0.251376146788991
"5934",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",1.30091743119266
"5935",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",1.30091743119266
"5936",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"1",1.30091743119266
"5937",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"1",1.30091743119266
"5938",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",NA
"5939",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",NA
"5940",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",NA
"5941",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",NA
"5942",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",-0.115596330275229
"5943",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",-0.115596330275229
"5944",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",-0.115596330275229
"5945",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",-0.115596330275229
"5946",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",-0.225688073394496
"5947",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",-0.225688073394496
"5948",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",-0.225688073394496
"5949",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",-0.225688073394496
"5950",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",-0.251376146788991
"5951",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",-0.251376146788991
"5952",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",-0.251376146788991
"5953",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",-0.251376146788991
"5954",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",1.30091743119266
"5955",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",1.30091743119266
"5956",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"1",1.30091743119266
"5957",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"1",1.30091743119266
"5958",2381,"Weathertop","LL","blue oak",2022-03-25,"MD",13,1.19469026548673,"2",1.19469026548673
"5959",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",-0.225688073394496
"5960",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",-0.225688073394496
"5961",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",-0.225688073394496
"5962",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",-0.225688073394496
"5963",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",1.30091743119266
"5964",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",1.30091743119266
"5965",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",1.30091743119266
"5966",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",1.30091743119266
"5967",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",-0.115596330275229
"5968",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",-0.115596330275229
"5969",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",-0.115596330275229
"5970",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",-0.115596330275229
"5971",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",NA
"5972",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",NA
"5973",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",NA
"5974",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",NA
"5975",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",-0.251376146788991
"5976",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",-0.251376146788991
"5977",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"2",-0.251376146788991
"5978",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"2",-0.251376146788991
"5979",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",-0.225688073394496
"5980",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",-0.225688073394496
"5981",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",-0.225688073394496
"5982",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",-0.225688073394496
"5983",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",1.30091743119266
"5984",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",1.30091743119266
"5985",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",1.30091743119266
"5986",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",1.30091743119266
"5987",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",-0.115596330275229
"5988",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",-0.115596330275229
"5989",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",-0.115596330275229
"5990",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",-0.115596330275229
"5991",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",NA
"5992",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",NA
"5993",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",NA
"5994",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",NA
"5995",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",-0.251376146788991
"5996",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",-0.251376146788991
"5997",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"2",-0.251376146788991
"5998",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"2",-0.251376146788991
"5999",2381,"Weathertop","LL","blue oak",2022-03-25,"MD",13,1.19469026548673,"3",1.19469026548673
"6000",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",-0.251376146788991
"6001",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",-0.251376146788991
"6002",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",-0.251376146788991
"6003",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",-0.251376146788991
"6004",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",-0.225688073394496
"6005",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",-0.225688073394496
"6006",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",-0.225688073394496
"6007",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",-0.225688073394496
"6008",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",1.30091743119266
"6009",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",1.30091743119266
"6010",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",1.30091743119266
"6011",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",1.30091743119266
"6012",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",NA
"6013",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",NA
"6014",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",NA
"6015",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",NA
"6016",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",-0.115596330275229
"6017",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",-0.115596330275229
"6018",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.30091743119266,"3",-0.115596330275229
"6019",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.30091743119266,"3",-0.115596330275229
"6020",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",-0.251376146788991
"6021",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",-0.251376146788991
"6022",2381,"Weathertop","LL","blue oak",2022-03-25,"PD",13,1.02259174311927,"3",-0.251376146788991
"6023",2381,"Weathertop","LL","blue oak",2022-03-30,"PD",13,1.02259174311927,"3",-0.251376146788991
