"","week","tree","time","plot","site","species","mpa_mean","lwc_mean","type","mean_swc_per_dry_g","mean_swc_g","lfm_y0_percent","lfm_y1_percent","lfm_both_percent","rwc_percent","lwm_g","ldm_g","area_cm2","lma_g_cm2","alas_cm2_per_mm2","leaf_count","sla_cm_g","lwa_g_cm2","date_wp"
"6305",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"stem",NA,NA,41.2268188302425,46.7486818980668,NA,NA,1.0488,0.6588,48.453,0.0135966813200421,5.91324326515665,8,73.5473588342441,NA,2022-09-15
"6306",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"stem",NA,NA,41.2268188302425,46.7486818980668,NA,NA,0.1151,0.0943,0.644,0.146428571428571,0.10384446331853,3,6.82926829268293,NA,2022-09-15
"6307",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"leaf",NA,NA,67.4458874458874,NA,NA,NA,1.1418,0.7235,48.534,0.0149070754522603,6.91216072126446,8,67.0822391154112,NA,2022-09-15
"6308",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"leaf",NA,NA,67.4458874458874,NA,NA,NA,0.0699,0.0535,4.997,0.0107064238543126,1.05135468389213,2,93.4018691588785,NA,2022-09-15
"6309",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"leaf",NA,NA,67.4458874458874,NA,NA,NA,1.1325,0.7121,43.177,0.0164925770664937,5.81396405029071,7,60.6333380143238,NA,2022-09-15
"6310",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"leaf",NA,NA,67.4458874458874,NA,NA,NA,1.0488,0.6588,48.453,0.0135966813200421,5.91324326515665,8,73.5473588342441,NA,2022-09-15
"6311",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"leaf",NA,NA,67.4458874458874,NA,NA,NA,0.1151,0.0943,0.644,0.146428571428571,0.10384446331853,3,6.82926829268293,NA,2022-09-15
"6312",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"stem",NA,NA,51.0339123242349,46.7486818980668,NA,NA,1.1418,0.7235,48.534,0.0149070754522603,6.91216072126446,8,67.0822391154112,NA,2022-09-15
"6313",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"stem",NA,NA,51.0339123242349,46.7486818980668,NA,NA,0.0699,0.0535,4.997,0.0107064238543126,1.05135468389213,2,93.4018691588785,NA,2022-09-15
"6314",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"stem",NA,NA,51.0339123242349,46.7486818980668,NA,NA,1.1325,0.7121,43.177,0.0164925770664937,5.81396405029071,7,60.6333380143238,NA,2022-09-15
"6315",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"stem",NA,NA,51.0339123242349,46.7486818980668,NA,NA,1.0488,0.6588,48.453,0.0135966813200421,5.91324326515665,8,73.5473588342441,NA,2022-09-15
"6316",37,2365,"pd","MiddleEarth","LL","blue oak",2.48333333333333,NA,"stem",NA,NA,51.0339123242349,46.7486818980668,NA,NA,0.1151,0.0943,0.644,0.146428571428571,0.10384446331853,3,6.82926829268293,NA,2022-09-15
"6317",37,2365,"md","MiddleEarth","LL","blue oak",4.308,0.535108250438853,NA,NA,NA,NA,NA,NA,NA,1.1418,0.7235,48.534,0.0149070754522603,6.91216072126446,8,67.0822391154112,0.00797689906441898,2022-09-15
"6318",37,2365,"md","MiddleEarth","LL","blue oak",4.308,0.535108250438853,NA,NA,NA,NA,NA,NA,NA,0.0699,0.0535,4.997,0.0107064238543126,1.05135468389213,2,93.4018691588785,0.00572909573713802,2022-09-15
"6319",37,2365,"md","MiddleEarth","LL","blue oak",4.308,0.535108250438853,NA,NA,NA,NA,NA,NA,NA,1.1325,0.7121,43.177,0.0164925770664937,5.81396405029071,7,60.6333380143238,0.0088253140592794,2022-09-15
"6320",37,2365,"md","MiddleEarth","LL","blue oak",4.308,0.535108250438853,NA,NA,NA,NA,NA,NA,NA,1.0488,0.6588,48.453,0.0135966813200421,5.91324326515665,8,73.5473588342441,0.00727569635294236,2022-09-15
"6321",37,2365,"md","MiddleEarth","LL","blue oak",4.308,0.535108250438853,NA,NA,NA,NA,NA,NA,NA,0.1151,0.0943,0.644,0.146428571428571,0.10384446331853,3,6.82926829268293,0.0783551366714032,2022-09-15
"6322",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.4352,0.2913,21.37,0.0136312587739822,4.86465841638597,6,73.3607964297975,NA,2022-09-15
"6323",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,7,7.75674125071715,NA,2022-09-15
"6324",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15
"6325",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,8,7.75674125071715,NA,2022-09-15
"6326",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,4,77.564870259481,NA,2022-09-15
"6327",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,4,71.3680595306239,NA,2022-09-15
"6328",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,7,77.564870259481,NA,2022-09-15
"6329",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,4,7.75674125071715,NA,2022-09-15
"6330",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,8,71.3680595306239,NA,2022-09-15
"6331",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,7,71.3680595306239,NA,2022-09-15
"6332",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,45.5696202531646,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,8,77.564870259481,NA,2022-09-15
"6333",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.4352,0.2913,21.37,0.0136312587739822,4.86465841638597,6,73.3607964297975,0.00868263263361901,NA
"6334",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,7,7.75674125071715,0.0821175832119898,NA
"6335",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6336",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,8,7.75674125071715,0.0821175832119898,NA
"6337",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,4,77.564870259481,0.00821202746783144,NA
"6338",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,4,71.3680595306239,0.00892506885151223,NA
"6339",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,7,77.564870259481,0.00821202746783144,NA
"6340",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,4,7.75674125071715,0.0821175832119898,NA
"6341",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,8,71.3680595306239,0.00892506885151223,NA
"6342",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,7,71.3680595306239,0.00892506885151223,NA
"6343",37,2367,"md","MiddleEarth","LL","blue oak",NA,0.636964845109641,NA,NA,NA,NA,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,8,77.564870259481,0.00821202746783144,NA
"6344",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.4352,0.2913,21.37,0.0136312587739822,4.86465841638597,6,73.3607964297975,NA,2022-09-15
"6345",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,7,7.75674125071715,NA,2022-09-15
"6346",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15
"6347",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,8,7.75674125071715,NA,2022-09-15
"6348",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,4,77.564870259481,NA,2022-09-15
"6349",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,4,71.3680595306239,NA,2022-09-15
"6350",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,7,77.564870259481,NA,2022-09-15
"6351",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,4,7.75674125071715,NA,2022-09-15
"6352",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,8,71.3680595306239,NA,2022-09-15
"6353",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,7,71.3680595306239,NA,2022-09-15
"6354",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"stem",NA,NA,65.2173913043478,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,8,77.564870259481,NA,2022-09-15
"6355",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.4352,0.2913,21.37,0.0136312587739822,4.86465841638597,6,73.3607964297975,NA,2022-09-15
"6356",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,7,7.75674125071715,NA,2022-09-15
"6357",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-09-15
"6358",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,8,7.75674125071715,NA,2022-09-15
"6359",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,4,77.564870259481,NA,2022-09-15
"6360",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,4,71.3680595306239,NA,2022-09-15
"6361",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,7,77.564870259481,NA,2022-09-15
"6362",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.8383,0.5229,4.056,0.128920118343195,0.540867774054086,4,7.75674125071715,NA,2022-09-15
"6363",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,8,71.3680595306239,NA,2022-09-15
"6364",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.2838,0.1747,12.468,0.0140118703881938,2.18569406600666,7,71.3680595306239,NA,2022-09-15
"6365",37,2367,"pd","MiddleEarth","LL","blue oak",3.48366666666667,NA,"leaf",NA,NA,70.0413223140496,NA,NA,NA,0.3244,0.2004,15.544,0.012892434379825,2.44516609268731,8,77.564870259481,NA,2022-09-15
"6366",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"stem",0.361922714420358,0.0384,NA,151494.746716698,NA,200.487316963233,0.3191,0.3104,2.267,0.136921041023379,0.834325947483701,6,7.3034793814433,0.099351158773106,2022-09-15
"6367",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"stem",0.361922714420358,0.0384,NA,151494.746716698,NA,200.487316963233,0.2046,0.1391,9.986,0.0139295013018225,2.1095930568938,5,71.7900790797987,0.0101073734549773,2022-09-15
"6368",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"stem",0.361922714420358,0.0384,NA,151494.746716698,NA,200.487316963233,0.2046,0.1391,9.986,0.0139295013018225,2.1095930568938,6,71.7900790797987,0.0101073734549773,2022-09-15
"6369",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"stem",0.361922714420358,0.0384,NA,151494.746716698,NA,200.487316963233,0.3692,0.2401,18.165,0.0132177263969171,6.68528047465436,6,75.6559766763848,0.00959090307862442,2022-09-15
"6370",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"stem",0.361922714420358,0.0384,NA,151494.746716698,NA,200.487316963233,0.3191,0.3104,2.267,0.136921041023379,0.834325947483701,5,7.3034793814433,0.099351158773106,2022-09-15
"6371",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"stem",0.361922714420358,0.0384,NA,151494.746716698,NA,200.487316963233,0.1911,0.1374,10.744,0.0127885331347729,2.80086109388313,3,78.1950509461427,0.00927947652494846,2022-09-15
"6372",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"leaf",0.361922714420358,0.0384,62.9335260115607,NA,NA,200.487316963233,0.3191,0.3104,2.267,0.136921041023379,0.834325947483701,6,7.3034793814433,0.099351158773106,2022-09-15
"6373",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"leaf",0.361922714420358,0.0384,62.9335260115607,NA,NA,200.487316963233,0.2046,0.1391,9.986,0.0139295013018225,2.1095930568938,5,71.7900790797987,0.0101073734549773,2022-09-15
"6374",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"leaf",0.361922714420358,0.0384,62.9335260115607,NA,NA,200.487316963233,0.2046,0.1391,9.986,0.0139295013018225,2.1095930568938,6,71.7900790797987,0.0101073734549773,2022-09-15
"6375",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"leaf",0.361922714420358,0.0384,62.9335260115607,NA,NA,200.487316963233,0.3692,0.2401,18.165,0.0132177263969171,6.68528047465436,6,75.6559766763848,0.00959090307862442,2022-09-15
"6376",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"leaf",0.361922714420358,0.0384,62.9335260115607,NA,NA,200.487316963233,0.3191,0.3104,2.267,0.136921041023379,0.834325947483701,5,7.3034793814433,0.099351158773106,2022-09-15
"6377",37,2369,"pd","MiddleEarth","LL","blue oak",2.21,0.725609139621879,"leaf",0.361922714420358,0.0384,62.9335260115607,NA,NA,200.487316963233,0.1911,0.1374,10.744,0.0127885331347729,2.80086109388313,3,78.1950509461427,0.00927947652494846,2022-09-15
"6378",37,2370,"pd","Weathertop","LL","blue oak",2.41666666666667,0.718773829495196,"leaf",0.902556105511761,0.0870666666666667,68.62100456621,NA,NA,79.6375787727503,0.2599,0.1676,10.941,0.0153185266429028,2.11734875444257,6,65.2804295942721,0.0110105560573434,2022-09-15
"6379",37,2370,"pd","Weathertop","LL","blue oak",2.41666666666667,0.718773829495196,"leaf",0.902556105511761,0.0870666666666667,68.62100456621,NA,NA,79.6375787727503,0.1368,0.0698,6.814,0.0102436160845318,7.86925556265342,4,97.621776504298,0.00736284316095751,2022-09-15
"6380",37,2370,"pd","Weathertop","LL","blue oak",2.41666666666667,0.718773829495196,"leaf",0.902556105511761,0.0870666666666667,68.62100456621,NA,NA,79.6375787727503,0.1261,0.0805,5.651,0.0142452663245443,3.3986734532178,4,70.1987577639752,0.0102391246282717,2022-09-15
"6381",37,2370,"pd","Weathertop","LL","blue oak",2.41666666666667,0.718773829495196,"leaf",0.902556105511761,0.0870666666666667,68.62100456621,NA,NA,79.6375787727503,0.2901,0.1852,11.738,0.0157778156415062,5.59073245839813,5,63.3801295896328,0.0113406809697146,2022-09-15
"6382",37,2370,"md","Weathertop","LL","blue oak",4.005,0.62901023890785,"stem",0.902556105511761,0.0870666666666667,51.2662807525326,56.0358255451714,NA,69.6920928313031,0.2599,0.1676,10.941,0.0153185266429028,2.11734875444257,6,65.2804295942721,0.00963551010336855,2022-09-15
"6383",37,2370,"md","Weathertop","LL","blue oak",4.005,0.62901023890785,"stem",0.902556105511761,0.0870666666666667,51.2662807525326,56.0358255451714,NA,69.6920928313031,0.1368,0.0698,6.814,0.0102436160845318,7.86925556265342,4,97.621776504298,0.00644333940061164,2022-09-15
"6384",37,2370,"md","Weathertop","LL","blue oak",4.005,0.62901023890785,"stem",0.902556105511761,0.0870666666666667,51.2662807525326,56.0358255451714,NA,69.6920928313031,0.1261,0.0805,5.651,0.0142452663245443,3.3986734532178,4,70.1987577639752,0.00896041837410756,2022-09-15
"6385",37,2370,"md","Weathertop","LL","blue oak",4.005,0.62901023890785,"stem",0.902556105511761,0.0870666666666667,51.2662807525326,56.0358255451714,NA,69.6920928313031,0.2901,0.1852,11.738,0.0157778156415062,5.59073245839813,5,63.3801295896328,0.00992440758610783,2022-09-15
"6386",37,2370,"md","Weathertop","LL","blue oak",4.005,0.62901023890785,"leaf",0.902556105511761,0.0870666666666667,55.9142475809142,NA,NA,69.6920928313031,0.2599,0.1676,10.941,0.0153185266429028,2.11734875444257,6,65.2804295942721,0.00963551010336855,2022-09-15
"6387",37,2370,"md","Weathertop","LL","blue oak",4.005,0.62901023890785,"leaf",0.902556105511761,0.0870666666666667,55.9142475809142,NA,NA,69.6920928313031,0.1368,0.0698,6.814,0.0102436160845318,7.86925556265342,4,97.621776504298,0.00644333940061164,2022-09-15
"6388",37,2370,"md","Weathertop","LL","blue oak",4.005,0.62901023890785,"leaf",0.902556105511761,0.0870666666666667,55.9142475809142,NA,NA,69.6920928313031,0.1261,0.0805,5.651,0.0142452663245443,3.3986734532178,4,70.1987577639752,0.00896041837410756,2022-09-15
"6389",37,2370,"md","Weathertop","LL","blue oak",4.005,0.62901023890785,"leaf",0.902556105511761,0.0870666666666667,55.9142475809142,NA,NA,69.6920928313031,0.2901,0.1852,11.738,0.0157778156415062,5.59073245839813,5,63.3801295896328,0.00992440758610783,2022-09-15
"6390",37,2370,"pd","Weathertop","LL","blue oak",2.41666666666667,0.718773829495196,"stem",0.902556105511761,0.0870666666666667,61.0715303505272,87.6267748478702,NA,79.6375787727503,0.2599,0.1676,10.941,0.0153185266429028,2.11734875444257,6,65.2804295942721,0.0110105560573434,2022-09-15
"6391",37,2370,"pd","Weathertop","LL","blue oak",2.41666666666667,0.718773829495196,"stem",0.902556105511761,0.0870666666666667,61.0715303505272,87.6267748478702,NA,79.6375787727503,0.1368,0.0698,6.814,0.0102436160845318,7.86925556265342,4,97.621776504298,0.00736284316095751,2022-09-15
"6392",37,2370,"pd","Weathertop","LL","blue oak",2.41666666666667,0.718773829495196,"stem",0.902556105511761,0.0870666666666667,61.0715303505272,87.6267748478702,NA,79.6375787727503,0.1261,0.0805,5.651,0.0142452663245443,3.3986734532178,4,70.1987577639752,0.0102391246282717,2022-09-15
"6393",37,2370,"pd","Weathertop","LL","blue oak",2.41666666666667,0.718773829495196,"stem",0.902556105511761,0.0870666666666667,61.0715303505272,87.6267748478702,NA,79.6375787727503,0.2901,0.1852,11.738,0.0157778156415062,5.59073245839813,5,63.3801295896328,0.0113406809697146,2022-09-15
"6394",37,2371,"pd","Weathertop","LL","blue oak",2.015,0.858463619963921,"stem",0.987667278929415,0.7528,72.2265321955004,66.6010240252068,NA,86.9183011605341,0.4156,0.2521,17.588,0.0143336365703889,5.54286703616298,7,69.765965886553,0.0123049055374633,2022-09-15
"6395",37,2371,"pd","Weathertop","LL","blue oak",2.015,0.858463619963921,"stem",0.987667278929415,0.7528,72.2265321955004,66.6010240252068,NA,86.9183011605341,0.6848,0.4053,25.516,0.0158841511208653,4.80591423424,6,62.9558351838145,0.013635965871272,2022-09-15
"6396",37,2371,"pd","Weathertop","LL","blue oak",2.015,0.858463619963921,"stem",0.987667278929415,0.7528,72.2265321955004,66.6010240252068,NA,86.9183011605341,0.754,0.4551,2.989,0.152258280361325,0.252797388086765,6,6.56778729949462,0.130708194528465,2022-09-15
"6397",37,2371,"pd","Weathertop","LL","blue oak",2.015,0.858463619963921,"leaf",0.987667278929415,0.7528,79.8028496405664,NA,NA,86.9183011605341,0.4156,0.2521,17.588,0.0143336365703889,5.54286703616298,7,69.765965886553,0.0123049055374633,2022-09-15
"6398",37,2371,"pd","Weathertop","LL","blue oak",2.015,0.858463619963921,"leaf",0.987667278929415,0.7528,79.8028496405664,NA,NA,86.9183011605341,0.6848,0.4053,25.516,0.0158841511208653,4.80591423424,6,62.9558351838145,0.013635965871272,2022-09-15
"6399",37,2371,"pd","Weathertop","LL","blue oak",2.015,0.858463619963921,"leaf",0.987667278929415,0.7528,79.8028496405664,NA,NA,86.9183011605341,0.754,0.4551,2.989,0.152258280361325,0.252797388086765,6,6.56778729949462,0.130708194528465,2022-09-15
"6400",37,2371,"md","Weathertop","LL","blue oak",3.87375,0.630022183879714,"stem",0.987667278929415,0.7528,50,50.6096725578846,NA,63.7889092126884,0.4156,0.2521,17.588,0.0143336365703889,5.54286703616298,7,69.765965886553,0.00903050901501455,2022-09-15
"6401",37,2371,"md","Weathertop","LL","blue oak",3.87375,0.630022183879714,"stem",0.987667278929415,0.7528,50,50.6096725578846,NA,63.7889092126884,0.6848,0.4053,25.516,0.0158841511208653,4.80591423424,6,62.9558351838145,0.010007367578243,2022-09-15
"6402",37,2371,"md","Weathertop","LL","blue oak",3.87375,0.630022183879714,"stem",0.987667278929415,0.7528,50,50.6096725578846,NA,63.7889092126884,0.754,0.4551,2.989,0.152258280361325,0.252797388086765,6,6.56778729949462,0.0959260943070117,2022-09-15
"6403",37,2371,"md","Weathertop","LL","blue oak",3.87375,0.630022183879714,"leaf",0.987667278929415,0.7528,56.3885183113138,NA,NA,63.7889092126884,0.4156,0.2521,17.588,0.0143336365703889,5.54286703616298,7,69.765965886553,0.00903050901501455,2022-09-15
"6404",37,2371,"md","Weathertop","LL","blue oak",3.87375,0.630022183879714,"leaf",0.987667278929415,0.7528,56.3885183113138,NA,NA,63.7889092126884,0.6848,0.4053,25.516,0.0158841511208653,4.80591423424,6,62.9558351838145,0.010007367578243,2022-09-15
"6405",37,2371,"md","Weathertop","LL","blue oak",3.87375,0.630022183879714,"leaf",0.987667278929415,0.7528,56.3885183113138,NA,NA,63.7889092126884,0.754,0.4551,2.989,0.152258280361325,0.252797388086765,6,6.56778729949462,0.0959260943070117,2022-09-15
"6406",37,2372,"md","Weathertop","LL","blue oak",3.533,0.62704343764596,"stem",0.654730078371925,0.17865,NA,45.0458444247264,NA,95.7712893235619,0.5701,0.3416,21.898,0.0155995981368161,2.9776367583633,6,64.1042154566745,0.00978162564160468,2022-09-15
"6407",37,2372,"md","Weathertop","LL","blue oak",3.533,0.62704343764596,"stem",0.654730078371925,0.17865,NA,45.0458444247264,NA,95.7712893235619,0.2911,0.1752,12.443,0.014080205738166,7.43240741937494,4,71.0216894977169,0.00882890060882198,2022-09-15
"6408",37,2372,"md","Weathertop","LL","blue oak",3.533,0.62704343764596,"stem",0.654730078371925,0.17865,NA,45.0458444247264,NA,95.7712893235619,0.5314,0.3352,22.016,0.0152252906976744,4.7864971342274,7,65.6801909307876,0.00954691861822881,2022-09-15
"6409",37,2372,"pd","Weathertop","LL","blue oak",2.04166666666667,0.789003212440058,"stem",0.654730078371925,0.17865,56.1852861035422,54.7808598005531,NA,120.508166419056,0.5701,0.3416,21.898,0.0155995981368161,2.9776367583633,6,64.1042154566745,0.0123081330427218,2022-09-15
"6410",37,2372,"pd","Weathertop","LL","blue oak",2.04166666666667,0.789003212440058,"stem",0.654730078371925,0.17865,56.1852861035422,54.7808598005531,NA,120.508166419056,0.2911,0.1752,12.443,0.014080205738166,7.43240741937494,4,71.0216894977169,0.0111093275592299,2022-09-15
"6411",37,2372,"pd","Weathertop","LL","blue oak",2.04166666666667,0.789003212440058,"stem",0.654730078371925,0.17865,56.1852861035422,54.7808598005531,NA,120.508166419056,0.5314,0.3352,22.016,0.0152252906976744,4.7864971342274,7,65.6801909307876,0.0120128032707988,2022-09-15
"6412",37,2372,"md","Weathertop","LL","blue oak",3.533,0.62704343764596,"leaf",0.654730078371925,0.17865,54.0240308320109,NA,NA,95.7712893235619,0.5701,0.3416,21.898,0.0155995981368161,2.9776367583633,6,64.1042154566745,0.00978162564160468,2022-09-15
"6413",37,2372,"md","Weathertop","LL","blue oak",3.533,0.62704343764596,"leaf",0.654730078371925,0.17865,54.0240308320109,NA,NA,95.7712893235619,0.2911,0.1752,12.443,0.014080205738166,7.43240741937494,4,71.0216894977169,0.00882890060882198,2022-09-15
"6414",37,2372,"md","Weathertop","LL","blue oak",3.533,0.62704343764596,"leaf",0.654730078371925,0.17865,54.0240308320109,NA,NA,95.7712893235619,0.5314,0.3352,22.016,0.0152252906976744,4.7864971342274,7,65.6801909307876,0.00954691861822881,2022-09-15
